dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-18T23-50-00Z,45.7616667,13.4963333,11.65,22.24,115.42,-0.019,0.02,0.028,316.47,0.021,-0.143,0.145,171.65
2024-09-19T00-00-00Z,45.7616667,13.4963333,11.62,22.24,85.14,-0.094,0.017,0.096,280.25,0.064,-0.122,0.138,152.32
2024-09-19T00-10-00Z,45.7616667,13.4963333,11.55,22.24,85.42,-0.07,0,0.07,270,0.04,-0.148,0.153,164.88
2024-09-19T00-20-00Z,45.7616667,13.4963333,11.49,22.24,90.45,-0.113,0.016,0.114,278.06,0.066,-0.177,0.189,159.55
2024-09-19T00-30-00Z,45.7616667,13.4963333,11.44,22.24,123.39,0.012,-0.001,0.012,94.76,0.04,-0.212,0.216,169.32
2024-09-19T00-40-00Z,45.7616667,13.4963333,11.38,22.24,97.14,-0.015,0.047,0.049,342.3,0.074,-0.167,0.183,156.1
2024-09-19T00-50-00Z,45.7616667,13.4963333,11.35,22.24,88.98,-0.007,0.055,0.055,352.75,0.039,-0.152,0.157,165.61
2024-09-19T01-00-00Z,45.7616667,13.4963333,11.32,22.23,78.41,-0.062,0.005,0.062,274.61,0.042,-0.121,0.128,160.86
2024-09-19T01-10-00Z,45.7616667,13.4963333,11.31,22.22,43.86,-0.133,0.004,0.133,271.72,0.018,-0.072,0.074,165.96
2024-09-19T01-20-00Z,45.7616667,13.4963333,11.3,22.23,77.7,-0.145,0.003,0.145,271.19,0.044,-0.123,0.131,160.32
2024-09-19T01-30-00Z,45.7616667,13.4963333,11.27,22.23,88.67,-0.168,-0.003,0.168,268.98,0.021,-0.151,0.152,172.08
2024-09-19T01-40-00Z,45.7616667,13.4963333,11.25,22.23,80.58,-0.085,-0.013,0.086,261.3,0.03,-0.117,0.121,165.62
2024-09-19T01-50-00Z,45.7616667,13.4963333,11.22,22.23,83.45,-0.168,-0.001,0.168,269.66,0.014,-0.146,0.147,174.52
2024-09-19T02-00-00Z,45.7616667,13.4963333,11.2,22.22,80.73,-0.115,0.001,0.115,270.5,0.008,-0.132,0.132,176.53
2024-09-19T02-10-00Z,45.7616667,13.4963333,11.18,22.22,67.36,-0.165,-0.001,0.165,269.65,0.018,-0.108,0.109,170.54
2024-09-19T02-20-00Z,45.7616667,13.4963333,11.16,22.21,89.39,-0.139,-0.005,0.139,267.94,0.032,-0.134,0.138,166.57
2024-09-19T02-30-00Z,45.7616667,13.4963333,11.15,22.21,57.74,-0.083,0.02,0.085,283.55,0.044,-0.083,0.094,152.07
2024-09-19T02-40-00Z,45.7616667,13.4963333,11.14,22.21,62.03,-0.057,0.008,0.058,277.99,-0.006,-0.077,0.077,184.46
2024-09-19T02-50-00Z,45.7616667,13.4963333,11.14,22.2,1.84,-0.085,0.015,0.086,280.01,-0.034,0.002,0.034,273.37
2024-09-19T03-00-00Z,45.7616667,13.4963333,11.15,22.2,49.63,-0.036,-0.019,0.041,242.18,0.032,-0.055,0.064,149.81
2024-09-19T03-10-00Z,45.7616667,13.4963333,11.16,22.19,7.89,-0.013,0.005,0.014,291.04,-0.033,-0.015,0.036,245.56
2024-09-19T03-20-00Z,45.7616667,13.4963333,11.18,22.19,33.18,-0.043,0.026,0.05,301.16,0.024,-0.041,0.048,149.66
2024-09-19T03-30-00Z,45.7616667,13.4963333,11.2,22.19,10.06,-0.012,0.033,0.035,340.02,-0.012,-0.019,0.022,212.28
2024-09-19T03-40-00Z,45.7616667,13.4963333,11.22,22.19,-13.02,-0.033,0.02,0.039,301.22,-0.035,0.007,0.036,281.31
2024-09-19T03-50-00Z,45.7616667,13.4963333,11.22,22.2,28.86,-0.038,-0.037,0.053,225.76,-0.031,-0.034,0.046,222.36
2024-09-19T04-00-00Z,45.7616667,13.4963333,11.24,22.2,25.49,-0.056,-0.019,0.059,251.26,0.022,-0.022,0.031,135
2024-09-19T04-10-00Z,45.7616667,13.4963333,11.29,22.18,15.16,-0.031,-0.002,0.031,266.31,-0.014,-0.023,0.027,211.33
2024-09-19T04-20-00Z,45.7616667,13.4963333,11.33,22.18,-5.61,-0.011,0.061,0.062,349.78,0.002,0.013,0.013,8.75
2024-09-19T04-30-00Z,45.7616667,13.4963333,11.38,22.17,1.48,0.019,0.051,0.054,20.43,-0.025,-0.01,0.027,248.2
2024-09-19T04-40-00Z,45.7616667,13.4963333,11.43,22.16,-15.33,0.001,0.054,0.054,1.06,-0.014,0.021,0.025,326.31
2024-09-19T04-50-00Z,45.7616667,13.4963333,11.48,22.16,12.98,0.01,0.034,0.035,16.39,-0.013,-0.047,0.049,195.46
2024-09-19T05-00-00Z,45.7616667,13.4963333,11.54,22.16,-0.85,0.023,-0.025,0.034,137.39,0.012,0.017,0.021,35.22
2024-09-19T05-10-00Z,45.7616667,13.4963333,11.59,22.16,-32.81,-0.007,-0.021,0.022,198.43,-0.05,0.062,0.08,321.12
2024-09-19T05-20-00Z,45.7616667,13.4963333,11.65,22.16,-44.53,0.005,0.012,0.013,22.62,-0.032,0.076,0.082,337.17
2024-09-19T05-30-00Z,45.7616667,13.4963333,11.71,22.16,-31.09,-0.024,0.019,0.031,308.37,-0.032,0.056,0.064,330.26
2024-09-19T05-40-00Z,45.7616667,13.4963333,11.76,22.15,-8.91,0.007,0.04,0.041,9.93,-0.026,0.014,0.03,298.3
2024-09-19T05-50-00Z,45.7616667,13.4963333,11.82,22.15,-15,-0.001,0.01,0.01,354.29,-0.011,0.038,0.04,343.86
2024-09-19T06-00-00Z,45.7616667,13.4963333,11.86,22.15,-27.3,-0.009,0.012,0.015,323.13,0.007,0.057,0.057,7
2024-09-19T06-10-00Z,45.7616667,13.4963333,11.91,22.15,-21.09,-0.032,0.025,0.041,308,-0.007,0.04,0.041,350.07
2024-09-19T06-20-00Z,45.7616667,13.4963333,11.95,22.15,-14.83,-0.019,-0.007,0.02,249.78,-0.01,0.043,0.044,346.91
2024-09-19T06-30-00Z,45.7616667,13.4963333,12.01,22.15,-22.26,-0.004,0.06,0.06,356.19,-0.016,0.03,0.034,331.93
2024-09-19T06-40-00Z,45.7616667,13.4963333,12.03,22.15,14.19,0.005,-0.023,0.024,167.74,0.034,0.014,0.037,67.62
2024-09-19T06-50-00Z,45.7616667,13.4963333,12.08,22.15,-30.23,-0.003,0.015,0.015,348.69,-0.018,0.06,0.063,343.3
2024-09-19T07-00-00Z,45.7616667,13.4963333,12.1,22.15,-25.75,-0.012,0.022,0.025,331.39,-0.009,0.055,0.056,350.71
2024-09-19T07-10-00Z,45.7616667,13.4963333,12.12,22.15,4.65,-0.028,0.02,0.034,305.54,-0.011,0.008,0.014,306.03
2024-09-19T07-20-00Z,45.7616667,13.4963333,12.16,22.14,-33.06,-0.037,0.026,0.045,305.1,0.003,0.067,0.067,2.56
2024-09-19T07-30-00Z,45.7616667,13.4963333,12.19,22.14,-51.84,-0.03,0.055,0.063,331.39,-0.01,0.068,0.069,351.63
2024-09-19T07-40-00Z,45.7616667,13.4963333,12.23,22.14,-47.63,-0.054,0.058,0.079,317.05,-0.014,0.067,0.068,348.2
2024-09-19T07-50-00Z,45.7616667,13.4963333,12.29,22.14,-69.63,-0.039,0.063,0.074,328.24,-0.027,0.09,0.094,343.3
2024-09-19T08-00-00Z,45.7616667,13.4963333,12.32,22.14,-25.53,-0.017,0.029,0.034,329.62,-0.019,0.047,0.051,337.99
2024-09-19T08-10-00Z,45.7616667,13.4963333,12.36,22.14,-39.77,0.022,0.042,0.047,27.65,-0.018,0.055,0.058,341.88
2024-09-19T08-20-00Z,45.7616667,13.4963333,12.39,22.14,-15.18,-0.006,-0.006,0.008,225,-0.029,0.035,0.045,320.36
2024-09-19T08-30-00Z,45.7616667,13.4963333,12.4,22.14,-1.05,0.019,-0.081,0.083,166.8,-0.021,0.021,0.03,315
2024-09-19T08-40-00Z,45.7616667,13.4963333,12.41,22.14,23.71,-0.009,-0.035,0.036,194.42,0,-0.02,0.02,180
2024-09-19T08-50-00Z,45.7616667,13.4963333,12.42,22.12,-4.37,0.004,-0.001,0.004,104.04,-0.002,0.001,0.002,296.57
2024-09-19T09-00-00Z,45.7616667,13.4963333,12.42,22.11,8.26,-0.002,0.006,0.006,341.57,0.018,-0.01,0.021,119.05
2024-09-19T09-10-00Z,45.7616667,13.4963333,12.43,22.11,-5.36,-0.024,0.022,0.033,312.51,-0.033,-0.023,0.04,235.12
2024-09-19T09-20-00Z,45.7616667,13.4963333,12.44,22.1,-22.77,0.001,0.004,0.004,14.04,-0.008,0.021,0.022,339.15
2024-09-19T09-30-00Z,45.7616667,13.4963333,12.44,22.1,6.81,-0.023,-0,0.023,270,-0.005,-0.019,0.02,194.74
2024-09-19T09-40-00Z,45.7616667,13.4963333,12.45,22.1,24.91,0.008,0.022,0.023,19.98,-0.001,-0.045,0.045,181.27
2024-09-19T09-50-00Z,45.7616667,13.4963333,12.45,22.09,-55.16,-0.006,0.055,0.055,353.77,0.001,0.063,0.063,0.91
2024-09-19T10-00-00Z,45.7616667,13.4963333,12.44,22.09,-51.64,-0.02,-0.009,0.022,245.77,-0.121,0.045,0.129,290.4
2024-09-19T10-10-00Z,45.7616667,13.4963333,12.43,22.09,5.94,0.011,-0.017,0.02,147.09,-0.016,-0.014,0.021,228.81
2024-09-19T10-20-00Z,45.7616667,13.4963333,12.41,22.08,-29.45,-0.018,-0.002,0.018,263.66,-0.026,0.056,0.062,335.1
2024-09-19T10-30-00Z,45.7616667,13.4963333,12.38,22.07,12.08,0.042,-0.017,0.045,112.04,0.011,-0.008,0.014,126.03
2024-09-19T10-40-00Z,45.7616667,13.4963333,12.34,22.07,33.22,0.02,-0.061,0.064,161.85,-0,-0.036,0.036,180
2024-09-19T10-50-00Z,45.7616667,13.4963333,12.3,22.07,61.48,0.001,-0.011,0.011,174.81,-0.002,-0.087,0.087,181.32
2024-09-19T11-00-00Z,45.7616667,13.4963333,12.26,22.07,96.66,0.029,-0.037,0.047,141.91,0.049,-0.11,0.12,155.99
2024-09-19T11-10-00Z,45.7616667,13.4963333,12.21,22.06,109.69,-0.004,-0.013,0.014,197.1,0.089,-0.131,0.158,145.81
2024-09-19T11-20-00Z,45.7616667,13.4963333,12.19,22.04,47.69,0.013,-0.02,0.024,146.98,0.032,-0.057,0.065,150.69
2024-09-19T11-30-00Z,45.7616667,13.4963333,12.13,22.03,67.5,-0.011,-0.023,0.025,205.56,0.033,-0.088,0.094,159.44
2024-09-19T11-40-00Z,45.7616667,13.4963333,12.08,22.03,62.45,0.005,-0.037,0.037,172.3,0.047,-0.077,0.09,148.6
2024-09-19T11-50-00Z,45.7616667,13.4963333,12.03,22.03,112.06,-0.017,-0.024,0.029,215.31,0.046,-0.161,0.167,164.05
2024-09-19T12-00-00Z,45.7616667,13.4963333,11.97,22.03,131.23,-0.003,-0.022,0.022,187.77,0.054,-0.184,0.192,163.64
2024-09-19T12-10-00Z,45.7616667,13.4963333,11.93,22.03,75.57,-0.016,0.041,0.044,338.68,0.031,-0.109,0.113,164.12
2024-09-19T12-20-00Z,45.7616667,13.4963333,11.9,22.03,54.49,-0.011,0.061,0.062,349.78,0.04,-0.084,0.093,154.54
2024-09-19T12-30-00Z,45.7616667,13.4963333,11.86,22.04,74.92,-0.028,0.015,0.032,298.18,0.006,-0.119,0.119,177.11
2024-09-19T12-40-00Z,45.7616667,13.4963333,11.83,22.04,43.11,-0.012,0.02,0.023,329.04,0.023,-0.065,0.069,160.51
2024-09-19T12-50-00Z,45.7616667,13.4963333,11.78,22.03,54.34,-0.064,-0.024,0.068,249.44,0.032,-0.071,0.078,155.74
2024-09-19T13-00-00Z,45.7616667,13.4963333,11.74,22.03,36.68,0.014,0.014,0.02,45,-0.004,-0.073,0.073,183.14
2024-09-19T13-10-00Z,45.7616667,13.4963333,11.68,22.03,70.44,-0.037,0.028,0.046,307.12,0.022,-0.123,0.125,169.86
2024-09-19T13-20-00Z,45.7616667,13.4963333,11.63,22.03,85.71,-0.016,0.044,0.047,340.02,0.05,-0.132,0.141,159.25
2024-09-19T13-30-00Z,45.7616667,13.4963333,11.59,22.03,30.54,-0.036,0.028,0.046,307.87,0.016,-0.06,0.062,165.07
2024-09-19T13-40-00Z,45.7616667,13.4963333,11.55,22.03,57.82,-0.018,0.056,0.059,342.18,0.042,-0.104,0.112,158.01
2024-09-19T13-50-00Z,45.7616667,13.4963333,11.52,22.03,36.7,-0.062,0.008,0.063,277.35,0.027,-0.059,0.065,155.41
2024-09-19T14-00-00Z,45.7616667,13.4963333,11.49,22.03,51.32,-0.079,-0.015,0.08,259.25,0.029,-0.073,0.079,158.33
2024-09-19T14-10-00Z,45.7616667,13.4963333,11.45,22.03,64.04,-0.103,-0.009,0.103,265.01,0.022,-0.121,0.123,169.7
2024-09-19T14-20-00Z,45.7616667,13.4963333,11.4,22.04,56.95,-0.104,-0.008,0.104,265.6,0.02,-0.103,0.105,169.01
2024-09-19T14-30-00Z,45.7616667,13.4963333,11.37,22.04,46.37,-0.052,0.041,0.066,308.25,0.003,-0.107,0.107,178.39
2024-09-19T14-40-00Z,45.7616667,13.4963333,11.34,22.04,43.05,-0.024,0.012,0.027,296.57,-0.002,-0.081,0.081,181.41
2024-09-19T14-50-00Z,45.7616667,13.4963333,11.31,22.04,-7,-0.133,0.024,0.135,280.23,-0.015,-0.007,0.017,244.98
2024-09-19T15-00-00Z,45.7616667,13.4963333,11.29,22.04,22.21,-0.049,-0.011,0.05,257.35,-0.012,-0.025,0.028,205.64
2024-09-19T15-10-00Z,45.7616667,13.4963333,11.26,22.04,9.37,-0.068,-0.014,0.069,258.37,-0.046,-0.025,0.052,241.48
2024-09-19T15-20-00Z,45.7616667,13.4963333,11.24,22.03,3.11,-0.063,-0.021,0.066,251.57,0.006,-0.001,0.006,99.46
2024-09-19T15-30-00Z,45.7616667,13.4963333,11.22,22.03,-21.47,-0.07,-0.014,0.071,258.69,-0.033,0.031,0.045,313.21
2024-09-19T15-40-00Z,45.7616667,13.4963333,11.21,22.03,-3.66,-0.04,0.033,0.052,309.52,-0.039,0.005,0.039,277.31
2024-09-19T15-50-00Z,45.7616667,13.4963333,11.21,22.02,4.49,-0.015,0.036,0.039,337.38,-0.013,-0.001,0.013,265.6
2024-09-19T16-00-00Z,45.7616667,13.4963333,11.23,22.02,-14.88,0.001,0.035,0.035,1.64,0.041,0.041,0.058,45
2024-09-19T16-10-00Z,45.7616667,13.4963333,11.24,22,-9.95,-0.047,0.021,0.051,294.08,0.027,0.025,0.037,47.2
2024-09-19T16-20-00Z,45.7616667,13.4963333,11.24,22,40.21,-0.044,-0.015,0.046,251.18,0.005,-0.044,0.044,173.52
2024-09-19T16-30-00Z,45.7616667,13.4963333,11.24,22.01,9.56,-0.047,-0.021,0.051,245.92,-0.03,-0.02,0.036,236.31
2024-09-19T16-40-00Z,45.7616667,13.4963333,11.25,22.01,9.91,0.002,0.004,0.004,26.57,0.012,-0.006,0.013,116.57
2024-09-19T16-50-00Z,45.7616667,13.4963333,11.28,22.01,4.51,-0.011,0.045,0.046,346.26,-0.019,-0.006,0.02,252.47
2024-09-19T17-00-00Z,45.7616667,13.4963333,11.32,22,-18.04,-0.029,0.007,0.03,283.57,-0.031,0.034,0.046,317.64
2024-09-19T17-10-00Z,45.7616667,13.4963333,11.36,21.99,-41.06,-0.022,0.005,0.023,282.8,-0.016,0.078,0.08,348.41
2024-09-19T17-20-00Z,45.7616667,13.4963333,11.4,21.98,-26.13,-0.077,0.006,0.077,274.46,-0.008,0.054,0.055,351.57
2024-09-19T17-30-00Z,45.7616667,13.4963333,11.45,21.98,-26.37,0.013,-0.025,0.028,152.53,-0.032,0.058,0.066,331.11
2024-09-19T17-40-00Z,45.7616667,13.4963333,11.51,21.99,-18.47,-0.01,-0.026,0.028,201.04,-0.041,0.047,0.062,318.9
2024-09-19T17-50-00Z,45.7616667,13.4963333,11.55,21.99,-32.35,-0.043,-0.004,0.043,264.69,-0.02,0.054,0.058,339.68
2024-09-19T18-00-00Z,45.7616667,13.4963333,11.61,21.98,-12.88,-0.023,0.015,0.027,303.11,-0.018,0.018,0.025,315
2024-09-19T18-10-00Z,45.7616667,13.4963333,11.64,21.98,-18.47,-0.017,0.008,0.019,295.2,-0.03,0.024,0.038,308.66
2024-09-19T18-20-00Z,45.7616667,13.4963333,11.69,21.97,-18.29,0.006,-0.006,0.008,135,-0.025,0.046,0.052,331.48
2024-09-19T18-30-00Z,45.7616667,13.4963333,11.73,21.98,-6.41,0.032,-0,0.032,90,0.001,0.021,0.021,2.73
2024-09-19T18-40-00Z,45.7616667,13.4963333,11.76,21.98,-14.94,0.007,0.008,0.011,41.19,-0.021,0.028,0.035,323.13
2024-09-19T18-50-00Z,45.7616667,13.4963333,11.81,21.98,-11.85,0,0.053,0.053,0,-0.017,0.019,0.025,318.18
2024-09-19T19-00-00Z,45.7616667,13.4963333,11.87,21.98,-28.84,-0.021,0.054,0.058,338.75,-0.02,0.028,0.034,324.46
2024-09-19T19-10-00Z,45.7616667,13.4963333,11.9,21.98,-40.04,-0.025,0.057,0.062,336.32,-0.031,0.051,0.06,328.71
2024-09-19T19-20-00Z,45.7616667,13.4963333,11.94,21.98,-35.1,-0.012,0.02,0.023,329.04,-0.026,0.049,0.055,332.05
2024-09-19T19-30-00Z,45.7616667,13.4963333,11.97,21.97,-12.95,-0.02,-0.008,0.022,248.2,-0.012,0.027,0.03,336.04
2024-09-19T19-40-00Z,45.7616667,13.4963333,12,21.97,-10.03,0.009,-0.031,0.032,163.81,0.019,0.043,0.047,23.84
2024-09-19T19-50-00Z,45.7616667,13.4963333,12.02,21.96,-10.02,0.013,0.02,0.024,33.02,-0.017,0.026,0.031,326.82
2024-09-19T20-00-00Z,45.7616667,13.4963333,12.03,21.95,2.07,-0.008,0.016,0.018,333.43,0.008,0.003,0.009,69.44
2024-09-19T20-10-00Z,45.7616667,13.4963333,12.06,21.95,-25.92,-0.014,0.065,0.066,347.85,-0.024,0.035,0.042,325.56
2024-09-19T20-20-00Z,45.7616667,13.4963333,12.08,21.95,-26.56,-0.021,0.061,0.065,341,-0.007,0.033,0.034,348.02
2024-09-19T20-30-00Z,45.7616667,13.4963333,12.1,21.95,-31.26,-0.037,0.036,0.052,314.22,0.007,0.049,0.049,8.13
2024-09-19T20-40-00Z,45.7616667,13.4963333,12.12,21.95,-10.79,-0.015,0.016,0.022,316.85,-0.014,0.03,0.033,334.98
2024-09-19T20-50-00Z,45.7616667,13.4963333,12.15,21.95,-24.23,-0.045,0.021,0.05,295.02,0.02,0.053,0.057,20.67
2024-09-19T21-00-00Z,45.7616667,13.4963333,12.15,21.95,31.02,-0.009,-0.011,0.014,219.29,-0.008,-0.002,0.008,255.96
2024-09-19T21-10-00Z,45.7616667,13.4963333,12.16,21.95,25.18,-0.004,-0.001,0.004,255.96,-0.013,-0.025,0.028,207.47
2024-09-19T21-20-00Z,45.7616667,13.4963333,12.17,21.95,13.98,-0.021,0.025,0.033,319.97,0.023,-0.005,0.024,102.26
2024-09-19T21-30-00Z,45.7616667,13.4963333,12.16,21.95,16.69,-0.022,0.032,0.039,325.49,-0.008,-0.031,0.032,194.47
2024-09-19T21-40-00Z,45.7616667,13.4963333,12.16,21.95,44.4,0.015,0.022,0.027,34.29,0.015,-0.056,0.058,165
2024-09-19T21-50-00Z,45.7616667,13.4963333,12.15,21.95,26.27,-0.034,0.001,0.034,271.68,0.023,-0.004,0.023,99.87
2024-09-19T22-00-00Z,45.7616667,13.4963333,12.14,21.95,60.49,-0.01,0.025,0.027,338.2,0.007,-0.049,0.049,171.87
2024-09-19T22-10-00Z,45.7616667,13.4963333,12.12,21.95,45,-0.033,-0.001,0.033,268.26,0.038,-0.037,0.053,134.24
2024-09-19T22-20-00Z,45.7616667,13.4963333,12.11,21.95,9.9,-0.034,0.026,0.043,307.41,0.012,-0.008,0.014,123.69
2024-09-19T22-30-00Z,45.7616667,13.4963333,12.1,21.94,31.47,-0.004,-0.006,0.007,213.69,0.01,-0.044,0.045,167.2
2024-09-19T22-40-00Z,45.7616667,13.4963333,12.09,21.94,27.94,-0.018,0.009,0.02,296.57,0.001,-0.04,0.04,178.57
2024-09-19T22-50-00Z,45.7616667,13.4963333,12.07,21.94,70.05,0.019,-0.024,0.031,141.63,0.034,-0.093,0.099,159.92
2024-09-19T23-00-00Z,45.7616667,13.4963333,12.02,21.94,103.77,-0.025,-0.069,0.073,199.92,0.068,-0.12,0.138,150.46
2024-09-19T23-10-00Z,45.7616667,13.4963333,11.96,21.94,150.73,0.013,-0.002,0.013,98.75,0.057,-0.21,0.218,164.81
2024-09-19T23-20-00Z,45.7616667,13.4963333,11.91,21.94,131.87,0.01,-0.032,0.034,162.65,0.044,-0.181,0.186,166.34
2024-09-19T23-30-00Z,45.7616667,13.4963333,11.86,21.94,140.95,-0.022,-0,0.022,270,0.06,-0.207,0.216,163.84
2024-09-19T23-40-00Z,45.7616667,13.4963333,11.83,21.94,78.49,0.01,0.018,0.021,29.05,0.051,-0.101,0.113,153.21
2024-09-19T23-50-00Z,45.7616667,13.4963333,11.8,21.92,86.78,-0.01,0.059,0.06,350.38,0.041,-0.14,0.146,163.68
2024-09-20T00-00-00Z,45.7616667,13.4963333,11.77,21.92,66.77,0.007,-0.012,0.014,149.74,0.057,-0.083,0.101,145.52
2024-09-20T00-10-00Z,45.7616667,13.4963333,11.73,21.92,128.12,-0.05,-0.012,0.051,256.5,0.094,-0.164,0.189,150.18
2024-09-20T00-20-00Z,45.7616667,13.4963333,11.67,21.92,93.3,-0.077,-0.007,0.077,264.81,0.06,-0.138,0.15,156.5
2024-09-20T00-30-00Z,45.7616667,13.4963333,11.61,21.93,86.04,-0.039,-0.016,0.042,247.69,0.048,-0.163,0.17,163.59
2024-09-20T00-40-00Z,45.7616667,13.4963333,11.54,21.93,68.78,-0.039,0.015,0.042,291.04,0.013,-0.137,0.138,174.58
2024-09-20T00-50-00Z,45.7616667,13.4963333,11.5,21.92,74.63,-0.021,0.051,0.055,337.62,0.041,-0.137,0.143,163.34
2024-09-20T01-00-00Z,45.7616667,13.4963333,11.49,21.91,42.93,-0.042,0.039,0.057,312.88,0.007,-0.068,0.068,174.12
2024-09-20T01-10-00Z,45.7616667,13.4963333,11.48,21.9,43.58,-0.028,0.014,0.031,296.57,0.004,-0.062,0.062,176.31
2024-09-20T01-20-00Z,45.7616667,13.4963333,11.46,21.89,63.04,-0.069,-0.006,0.069,265.03,-0.001,-0.104,0.104,180.55
2024-09-20T01-30-00Z,45.7616667,13.4963333,11.42,21.89,65.55,-0.041,-0.021,0.046,242.88,0.036,-0.099,0.105,160.02
2024-09-20T01-40-00Z,45.7616667,13.4963333,11.39,21.89,75.39,-0.067,-0.019,0.07,254.17,0.056,-0.12,0.132,154.98
2024-09-20T01-50-00Z,45.7616667,13.4963333,11.35,21.89,69.33,-0.08,0.006,0.08,274.29,0.035,-0.113,0.118,162.79
2024-09-20T02-00-00Z,45.7616667,13.4963333,11.34,21.89,52.64,-0.017,0.039,0.043,336.45,0.022,-0.091,0.094,166.41
2024-09-20T02-10-00Z,45.7616667,13.4963333,11.34,21.89,33.31,-0.017,0.057,0.059,343.39,0.002,-0.072,0.072,178.41
2024-09-20T02-20-00Z,45.7616667,13.4963333,11.34,21.87,16.06,-0.063,0.056,0.084,311.63,0.002,-0.041,0.041,177.21
2024-09-20T02-40-00Z,45.7616667,13.4963333,11.33,21.85,36.89,-0.094,-0.011,0.095,263.33,-0.007,-0.064,0.064,186.24
2024-09-20T02-50-00Z,45.7616667,13.4963333,11.31,21.87,63.58,-0.056,-0.044,0.071,231.84,-0.005,-0.09,0.09,183.18
2024-09-20T03-10-00Z,45.7616667,13.4963333,11.29,21.85,26.11,-0.072,0.036,0.08,296.57,-0.006,-0.05,0.05,186.84
2024-09-20T03-20-00Z,45.7616667,13.4963333,11.3,21.84,52.5,-0.069,0.014,0.07,281.47,0.031,-0.075,0.081,157.54
2024-09-20T03-30-00Z,45.7616667,13.4963333,11.31,21.84,17.31,-0.019,0.04,0.044,334.59,0.004,-0.018,0.018,167.47
2024-09-20T03-40-00Z,45.7616667,13.4963333,11.32,21.83,28.23,-0.074,0.007,0.074,275.4,0.017,-0.044,0.047,158.88
2024-09-20T03-50-00Z,45.7616667,13.4963333,11.33,21.82,21.76,-0.087,0.035,0.094,291.91,0.024,-0.034,0.042,144.78
2024-09-20T04-00-00Z,45.7616667,13.4963333,11.35,21.83,17.82,-0.081,0.007,0.081,274.94,0,-0.027,0.027,180
2024-09-20T04-10-00Z,45.7616667,13.4963333,11.35,21.83,12.68,-0.061,-0.022,0.065,250.17,-0.023,-0.004,0.023,260.13
2024-09-20T04-20-00Z,45.7616667,13.4963333,11.36,21.83,56.37,-0.063,-0.034,0.072,241.65,0.049,-0.075,0.09,146.84
2024-09-20T04-30-00Z,45.7616667,13.4963333,11.39,21.82,19.67,-0.057,0.008,0.058,277.99,-0.01,-0.035,0.036,195.95
2024-09-20T04-40-00Z,45.7616667,13.4963333,11.43,21.81,7.7,-0.034,-0.043,0.055,218.33,-0.019,0.01,0.021,297.76
2024-09-20T04-50-00Z,45.7616667,13.4963333,11.47,21.8,30.18,-0.042,0.013,0.044,287.2,-0.006,-0.07,0.07,184.9
2024-09-20T05-00-00Z,45.7616667,13.4963333,11.51,21.79,-8.64,-0,-0.02,0.02,180,-0.05,0.024,0.055,295.64
2024-09-20T05-10-00Z,45.7616667,13.4963333,11.54,21.77,7.52,-0.037,-0.034,0.05,227.42,-0.012,0.006,0.013,296.57
2024-09-20T05-20-00Z,45.7616667,13.4963333,11.57,21.77,-8.38,0.001,-0.007,0.007,171.87,-0.026,0.033,0.042,321.77
2024-09-20T05-30-00Z,45.7616667,13.4963333,11.61,21.79,-0.38,-0.032,-0.044,0.054,216.03,-0.002,0.016,0.016,352.87
2024-09-20T05-40-00Z,45.7616667,13.4963333,11.65,21.79,-24.61,-0.034,0.014,0.037,292.38,-0.033,0.053,0.062,328.09
2024-09-20T05-50-00Z,45.7616667,13.4963333,11.7,21.79,-29.77,-0.022,0.038,0.044,329.93,-0.033,0.038,0.05,319.03
2024-09-20T06-00-00Z,45.7616667,13.4963333,11.76,21.78,-38.56,-0.026,0.052,0.058,333.43,-0.011,0.058,0.059,349.26
2024-09-20T06-20-00Z,45.7616667,13.4963333,11.91,21.75,-42.95,-0.011,0.023,0.025,334.44,-0.027,0.07,0.075,338.91
2024-09-20T06-30-00Z,45.7616667,13.4963333,11.96,21.74,-59.81,-0.04,-0.016,0.043,248.2,-0.047,0.098,0.109,334.38
2024-09-20T06-40-00Z,45.7616667,13.4963333,12.03,21.75,-31.65,-0.024,-0.02,0.031,230.19,-0.038,0.059,0.07,327.22
2024-09-20T06-50-00Z,45.7616667,13.4963333,12.07,21.75,-15.67,-0.014,0.004,0.015,285.95,-0.009,0.033,0.034,344.74
2024-09-20T07-00-00Z,45.7616667,13.4963333,12.1,21.75,-12.71,0.045,0.003,0.045,86.19,0.005,0.037,0.037,7.7
2024-09-20T07-10-00Z,45.7616667,13.4963333,12.14,21.75,16.99,-0.026,0.004,0.026,278.75,0.004,0.017,0.017,13.24
2024-09-20T07-20-00Z,45.7616667,13.4963333,12.17,21.75,1.62,-0.013,0.035,0.037,339.62,-0.027,-0.005,0.027,259.51
2024-09-20T07-30-00Z,45.7616667,13.4963333,12.21,21.74,-15.76,-0.011,0.047,0.048,346.83,-0.036,0.011,0.038,286.99
2024-09-20T07-40-00Z,45.7616667,13.4963333,12.26,21.69,-13.73,-0.013,0.032,0.035,337.89,-0.008,0.011,0.014,323.97
