dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-22T23-20-00Z,45.7616667,13.4963333,11.93,20.87,32.3,-0.079,-0.019,0.081,256.48,-0.03,-0.056,0.064,208.18
2024-09-22T23-30-00Z,45.7616667,13.4963333,11.94,20.85,52.39,-0.024,-0.032,0.04,216.87,-0.024,-0.078,0.082,197.1
2024-09-22T23-40-00Z,45.7616667,13.4963333,11.94,20.83,26.46,-0.02,-0.002,0.02,264.29,-0.013,-0.045,0.047,196.11
2024-09-22T23-50-00Z,45.7616667,13.4963333,11.94,20.82,38.4,-0.011,-0.024,0.026,204.62,-0.008,-0.048,0.049,189.46
2024-09-23T00-00-00Z,45.7616667,13.4963333,11.95,20.81,25.18,-0.016,-0.017,0.023,223.26,-0.004,-0.031,0.031,187.35
2024-09-23T00-10-00Z,45.7616667,13.4963333,11.95,20.8,15.03,-0.044,0.04,0.059,312.27,-0.029,-0.039,0.049,216.63
2024-09-23T00-20-00Z,45.7616667,13.4963333,11.95,20.79,21.23,-0.03,-0.022,0.037,233.75,-0.026,-0.036,0.044,215.84
2024-09-23T00-30-00Z,45.7616667,13.4963333,11.95,20.78,23.75,-0.025,-0.033,0.041,217.15,-0.033,-0.036,0.049,222.51
2024-09-23T00-40-00Z,45.7616667,13.4963333,11.94,20.78,53.39,-0.008,-0.041,0.042,191.04,0.005,-0.078,0.078,176.33
2024-09-23T00-50-00Z,45.7616667,13.4963333,11.91,20.78,46.62,-0.039,-0.026,0.047,236.31,-0.004,-0.062,0.062,183.69
2024-09-23T01-00-00Z,45.7616667,13.4963333,11.9,20.78,48.28,-0.025,-0.03,0.039,219.81,0.011,-0.064,0.065,170.25
2024-09-23T01-10-00Z,45.7616667,13.4963333,11.87,20.77,42.36,-0.017,-0.02,0.026,220.36,0.006,-0.059,0.059,174.19
2024-09-23T01-20-00Z,45.7616667,13.4963333,11.84,20.77,63.42,-0.012,-0.017,0.021,215.22,0.008,-0.088,0.088,174.81
2024-09-23T01-30-00Z,45.7616667,13.4963333,11.82,20.77,42.85,-0.007,0.003,0.008,293.2,-0.009,-0.062,0.063,188.26
2024-09-23T01-40-00Z,45.7616667,13.4963333,11.8,20.77,37.75,-0.04,0.013,0.042,288,-0.004,-0.057,0.057,184.01
2024-09-23T01-50-00Z,45.7616667,13.4963333,11.79,20.77,22.37,-0.006,-0.007,0.009,220.6,-0.003,-0.024,0.024,187.13
2024-09-23T02-00-00Z,45.7616667,13.4963333,11.78,20.77,33.28,-0.031,-0.021,0.037,235.89,0.011,-0.042,0.043,165.32
2024-09-23T02-20-00Z,45.7616667,13.4963333,11.75,20.77,46.13,-0.007,-0.01,0.012,214.99,0.005,-0.067,0.067,175.73
2024-09-23T02-30-00Z,45.7616667,13.4963333,11.74,20.77,42.19,-0.029,-0.005,0.029,260.22,0.017,-0.056,0.059,163.11
2024-09-23T02-40-00Z,45.7616667,13.4963333,11.72,20.76,20.99,-0.055,-0.01,0.056,259.7,-0.03,-0.029,0.042,225.97
2024-09-23T02-50-00Z,45.7616667,13.4963333,11.72,20.76,29.85,-0.023,-0.009,0.025,248.63,-0.006,-0.034,0.035,190.01
2024-09-23T03-00-00Z,45.7616667,13.4963333,11.72,20.76,42.01,-0.017,0.001,0.017,273.37,-0.04,-0.069,0.08,210.1
2024-09-23T03-10-00Z,45.7616667,13.4963333,11.72,20.76,74.82,-0.032,-0.02,0.038,237.99,-0.005,-0.112,0.112,182.56
2024-09-23T03-20-00Z,45.7616667,13.4963333,11.72,20.76,54.58,-0.032,-0.006,0.033,259.38,-0.036,-0.077,0.085,205.06
2024-09-23T03-30-00Z,45.7616667,13.4963333,11.71,20.76,74.68,-0.024,-0.019,0.031,231.63,-0.011,-0.103,0.104,186.1
2024-09-23T03-40-00Z,45.7616667,13.4963333,11.7,20.76,39.8,-0.014,0.006,0.015,293.2,-0.003,-0.052,0.052,183.3
2024-09-23T03-50-00Z,45.7616667,13.4963333,11.7,20.76,47.53,-0.055,-0.025,0.06,245.56,0.011,-0.056,0.057,168.89
2024-09-23T04-00-00Z,45.7616667,13.4963333,11.68,20.76,36.13,-0.041,-0.026,0.049,237.62,0.004,-0.037,0.037,173.83
2024-09-23T04-10-00Z,45.7616667,13.4963333,11.68,20.76,20.38,-0.026,-0.002,0.026,265.6,-0.036,-0.028,0.046,232.13
2024-09-23T04-20-00Z,45.7616667,13.4963333,11.68,20.76,37.19,-0.037,-0.036,0.052,225.78,-0.032,-0.055,0.064,210.19
2024-09-23T04-30-00Z,45.7616667,13.4963333,11.67,20.76,83.02,-0.032,-0.009,0.033,254.29,0.022,-0.122,0.124,169.78
2024-09-23T04-40-00Z,45.7616667,13.4963333,11.68,20.76,48.29,-0.007,0.025,0.026,344.36,0.011,-0.082,0.083,172.36
2024-09-23T04-50-00Z,45.7616667,13.4963333,11.69,20.76,32.73,-0.013,0.022,0.026,329.42,-0.002,-0.053,0.053,182.16
2024-09-23T05-00-00Z,45.7616667,13.4963333,11.7,20.76,30.09,0,-0.005,0.005,180,0.018,-0.029,0.034,148.17
2024-09-23T05-10-00Z,45.7616667,13.4963333,11.72,20.77,-23.27,-0.025,0.018,0.031,305.75,-0.02,0.023,0.03,318.99
2024-09-23T05-20-00Z,45.7616667,13.4963333,11.73,20.77,10.45,-0.034,-0.018,0.038,242.1,-0.045,-0.02,0.049,246.04
2024-09-23T05-30-00Z,45.7616667,13.4963333,11.73,20.77,22.37,-0.054,0.002,0.054,272.12,-0.003,-0.03,0.03,185.71
2024-09-23T05-40-00Z,45.7616667,13.4963333,11.75,20.77,-7.2,-0.067,-0.003,0.067,267.44,-0,0.006,0.006,0
2024-09-23T05-50-00Z,45.7616667,13.4963333,11.74,20.77,16.7,-0.025,-0.026,0.036,223.88,-0.018,-0.015,0.023,230.19
2024-09-23T06-00-00Z,45.7616667,13.4963333,11.76,20.77,23.72,-0.021,-0.012,0.024,240.26,-0.013,-0.029,0.032,204.15
2024-09-23T06-10-00Z,45.7616667,13.4963333,11.79,20.77,9.75,-0.048,0.011,0.049,282.91,0.013,-0.015,0.02,139.09
2024-09-23T06-20-00Z,45.7616667,13.4963333,11.8,20.77,-8.92,-0.059,0.005,0.059,274.84,-0.004,0.002,0.004,296.57
2024-09-23T06-30-00Z,45.7616667,13.4963333,11.83,20.77,-5.14,-0.026,0.011,0.028,292.93,-0.022,0.006,0.023,285.26
2024-09-23T06-40-00Z,45.7616667,13.4963333,11.87,20.77,1.4,-0.048,-0.012,0.049,255.96,-0.033,-0.012,0.035,250.02
2024-09-23T06-50-00Z,45.7616667,13.4963333,11.88,20.77,-21.55,-0.024,0.002,0.024,274.76,-0.048,0.03,0.057,302.01
2024-09-23T07-00-00Z,45.7616667,13.4963333,11.92,20.77,-27.34,-0.016,-0.003,0.016,259.38,0.003,0.051,0.051,3.37
2024-09-23T07-10-00Z,45.7616667,13.4963333,11.94,20.77,4.22,-0.059,-0.04,0.071,235.86,-0.042,-0.003,0.042,265.91
2024-09-23T07-20-00Z,45.7616667,13.4963333,11.96,20.77,2.06,0,-0.039,0.039,180,-0.003,0.015,0.015,348.69
2024-09-23T07-30-00Z,45.7616667,13.4963333,11.97,20.77,-12.23,-0.016,-0.037,0.04,203.39,-0.047,0.024,0.053,297.05
2024-09-23T07-40-00Z,45.7616667,13.4963333,11.99,20.77,-10.45,-0.049,-0.034,0.06,235.24,-0.036,0.019,0.041,297.82
2024-09-23T07-50-00Z,45.7616667,13.4963333,12.01,20.77,-26.46,-0.038,-0.005,0.038,262.5,-0.004,0.056,0.056,355.91
2024-09-23T08-00-00Z,45.7616667,13.4963333,12.02,20.77,15.66,-0.005,-0.017,0.018,196.39,-0.044,-0.022,0.049,243.43
2024-09-23T08-10-00Z,45.7616667,13.4963333,12.05,20.78,17.17,-0.031,-0.012,0.033,248.84,-0.034,-0.029,0.045,229.54
2024-09-23T08-20-00Z,45.7616667,13.4963333,12.07,20.78,-9.94,-0.019,-0.007,0.02,249.78,-0.011,0.015,0.019,323.75
2024-09-23T08-30-00Z,45.7616667,13.4963333,12.08,20.78,11.54,-0.022,-0.028,0.036,218.16,-0.051,-0.023,0.056,245.73
2024-09-23T08-40-00Z,45.7616667,13.4963333,12.09,20.78,10.16,-0.044,-0.031,0.054,234.83,-0.013,-0.012,0.018,227.29
2024-09-23T08-50-00Z,45.7616667,13.4963333,12.11,20.78,30.84,-0.038,-0.014,0.04,249.78,-0.019,-0.046,0.05,202.44
2024-09-23T09-00-00Z,45.7616667,13.4963333,12.11,20.78,0.83,-0.013,-0.03,0.033,203.43,-0.024,0.01,0.026,292.62
2024-09-23T09-10-00Z,45.7616667,13.4963333,12.12,20.78,3.68,-0.01,0.002,0.01,281.31,0.003,0.011,0.011,15.26
2024-09-23T09-20-00Z,45.7616667,13.4963333,12.12,20.78,26.72,-0.038,-0.008,0.039,258.11,-0.014,-0.029,0.032,205.77
2024-09-23T09-30-00Z,45.7616667,13.4963333,12.13,20.78,-6.09,-0.032,-0.035,0.047,222.44,-0.035,0.028,0.045,308.66
2024-09-23T09-40-00Z,45.7616667,13.4963333,12.14,20.78,7.17,-0.012,-0.041,0.043,196.31,-0.023,0.012,0.026,297.55
2024-09-23T09-50-00Z,45.7616667,13.4963333,12.15,20.78,33.66,-0.008,-0.026,0.027,197.1,-0.008,-0.018,0.02,203.96
2024-09-23T10-00-00Z,45.7616667,13.4963333,12.16,20.78,5.41,-0.01,-0.042,0.043,193.39,-0.014,0.016,0.021,318.81
2024-09-23T10-10-00Z,45.7616667,13.4963333,12.17,20.78,24.18,-0.012,-0.006,0.013,243.43,-0.013,-0.029,0.032,204.15
2024-09-23T10-20-00Z,45.7616667,13.4963333,12.17,20.79,-57.48,-0.019,-0.026,0.032,216.16,-0.032,0.09,0.096,340.43
2024-09-23T10-30-00Z,45.7616667,13.4963333,12.18,20.79,-47.74,-0.035,-0.013,0.037,249.62,-0.005,0.061,0.061,355.31
2024-09-23T10-40-00Z,45.7616667,13.4963333,12.17,20.79,17.52,-0.055,-0.03,0.063,241.39,0.016,-0.009,0.018,119.36
2024-09-23T10-50-00Z,45.7616667,13.4963333,12.18,20.79,15.53,-0.05,-0.025,0.056,243.43,0.011,-0.002,0.011,100.3
2024-09-23T11-00-00Z,45.7616667,13.4963333,12.18,20.79,8.7,-0.046,0.002,0.046,272.49,-0.004,0.003,0.005,306.87
2024-09-23T11-10-00Z,45.7616667,13.4963333,12.17,20.79,41.23,-0.031,-0.043,0.053,215.79,0.029,-0.031,0.042,136.91
2024-09-23T11-20-00Z,45.7616667,13.4963333,12.16,20.79,68.15,-0.047,-0.048,0.067,224.4,0.024,-0.065,0.069,159.73
2024-09-23T11-30-00Z,45.7616667,13.4963333,12.15,20.79,36.11,-0.049,-0.034,0.06,235.24,-0.017,-0.022,0.028,217.69
2024-09-23T11-50-00Z,45.7616667,13.4963333,12.12,20.79,-11.48,-0.043,-0.048,0.064,221.86,0.035,0.031,0.047,48.47
2024-09-23T12-00-00Z,45.7616667,13.4963333,12.11,20.79,3.17,-0.061,-0.018,0.064,253.56,0.003,0,0.003,90
2024-09-23T12-10-00Z,45.7616667,13.4963333,12.1,20.79,4.05,-0.038,-0.02,0.043,242.24,0.01,0.014,0.017,35.54
2024-09-23T12-20-00Z,45.7616667,13.4963333,12.09,20.79,24.66,-0.001,0.003,0.003,341.57,-0.013,-0.039,0.041,198.43
2024-09-23T12-30-00Z,45.7616667,13.4963333,12.07,20.79,40.83,-0.051,-0.024,0.056,244.8,0.008,-0.044,0.045,169.7
2024-09-23T12-40-00Z,45.7616667,13.4963333,12.08,20.79,-40.88,-0.056,-0.022,0.06,248.55,-0.029,0.057,0.064,333.03
2024-09-23T12-50-00Z,45.7616667,13.4963333,12.05,20.79,20,-0.047,-0.029,0.055,238.32,-0.028,-0.024,0.037,229.4
2024-09-23T13-00-00Z,45.7616667,13.4963333,12.02,20.79,-32.77,-0.044,-0.02,0.048,245.56,-0.01,0.051,0.052,348.91
2024-09-23T13-10-00Z,45.7616667,13.4963333,12.02,20.79,40.31,0.005,-0.011,0.012,155.56,0.01,-0.042,0.043,166.61
2024-09-23T13-20-00Z,45.7616667,13.4963333,11.98,20.79,56.35,-0.065,-0.039,0.076,239.04,0.021,-0.066,0.069,162.35
2024-09-23T13-30-00Z,45.7616667,13.4963333,11.96,20.79,56.92,-0.024,-0.034,0.042,215.22,0.017,-0.069,0.071,166.16
2024-09-23T13-40-00Z,45.7616667,13.4963333,11.93,20.79,55.41,-0.015,0.027,0.031,330.95,0.049,-0.089,0.102,151.16
2024-09-23T13-50-00Z,45.7616667,13.4963333,11.9,20.79,41.76,-0.024,0.01,0.026,292.62,0.009,-0.07,0.071,172.67
2024-09-23T14-00-00Z,45.7616667,13.4963333,11.87,20.79,77.72,-0.034,-0.019,0.039,240.8,0.023,-0.109,0.111,168.08
2024-09-23T14-10-00Z,45.7616667,13.4963333,11.86,20.79,52.77,-0.058,0.03,0.065,297.35,0.035,-0.084,0.091,157.38
2024-09-23T14-20-00Z,45.7616667,13.4963333,11.85,20.79,38.62,-0.03,0.012,0.032,291.8,0.026,-0.046,0.053,150.52
2024-09-23T14-30-00Z,45.7616667,13.4963333,11.84,20.79,22.78,-0.03,0.017,0.034,299.54,-0.002,-0.028,0.028,184.09
2024-09-23T14-40-00Z,45.7616667,13.4963333,11.83,20.79,34.78,-0.036,0.019,0.041,297.82,0.01,-0.058,0.059,170.22
2024-09-23T14-50-00Z,45.7616667,13.4963333,11.82,20.79,35.3,-0.032,0,0.032,270,-0.009,-0.054,0.055,189.46
2024-09-23T15-00-00Z,45.7616667,13.4963333,11.8,20.79,12.58,-0.002,0.006,0.006,341.57,0.037,-0.005,0.037,97.7
2024-09-23T15-10-00Z,45.7616667,13.4963333,11.77,20.79,45.59,-0.095,-0.018,0.097,259.27,0.002,-0.066,0.066,178.26
2024-09-23T15-20-00Z,45.7616667,13.4963333,11.75,20.79,74.08,-0.089,-0.027,0.093,253.12,0.027,-0.092,0.096,163.64
2024-09-23T15-30-00Z,45.7616667,13.4963333,11.73,20.79,62.43,-0.053,-0.015,0.055,254.2,0.024,-0.085,0.088,164.23
