dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_BottomAvrg,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-10-01T14-20-00Z,45.7616667,13.4963333,11.25,18.46,158.03,-0.008,-0.008,0.011,225,0.087,-0.286,0.299,163.08
2024-10-01T14-30-00Z,45.7616667,13.4963333,11.23,18.46,162.59,-0.003,0.046,0.046,356.27,0.087,-0.289,0.302,163.25
2024-10-01T14-40-00Z,45.7616667,13.4963333,11.23,18.46,159.14,-0.01,0.001,0.01,275.71,0.115,-0.275,0.298,157.31
2024-10-01T14-50-00Z,45.7616667,13.4963333,11.24,18.46,152.49,0.024,0.025,0.035,43.83,0.092,-0.264,0.28,160.79
2024-10-01T15-00-00Z,45.7616667,13.4963333,11.25,18.46,136.81,-0.006,0.017,0.018,340.56,0.096,-0.237,0.256,157.95
2024-10-01T15-10-00Z,45.7616667,13.4963333,11.27,18.46,115.86,-0.01,0.04,0.041,345.96,0.061,-0.216,0.224,164.23
2024-10-01T15-20-00Z,45.7616667,13.4963333,11.29,18.46,122.51,0.009,-0.015,0.017,149.04,0.104,-0.202,0.227,152.76
2024-10-01T15-30-00Z,45.7616667,13.4963333,11.29,18.46,134.88,-0.008,0.003,0.009,290.56,0.094,-0.225,0.244,157.33
2024-10-01T15-40-00Z,45.7616667,13.4963333,11.33,18.46,108.56,-0.012,0.04,0.042,343.3,0.04,-0.201,0.205,168.74
2024-10-01T15-50-00Z,45.7616667,13.4963333,11.36,18.46,123.92,-0.016,0.034,0.038,334.8,0.036,-0.227,0.23,170.99
2024-10-01T16-00-00Z,45.7616667,13.4963333,11.38,18.46,126.56,-0.01,0.011,0.015,317.73,0.103,-0.197,0.222,152.4
2024-10-01T16-10-00Z,45.7616667,13.4963333,11.42,18.45,103.62,0,0.018,0.018,0,0.074,-0.171,0.186,156.6
2024-10-01T16-20-00Z,45.7616667,13.4963333,11.46,18.45,102.81,-0.003,0.024,0.024,352.87,0.049,-0.171,0.178,164.01
2024-10-01T16-30-00Z,45.7616667,13.4963333,11.51,18.45,94.42,-0.011,0.04,0.041,344.62,0.087,-0.152,0.175,150.21
2024-10-01T16-40-00Z,45.7616667,13.4963333,11.56,18.45,83.52,-0.016,0.095,0.096,350.44,0.085,-0.144,0.167,149.45
2024-10-01T16-50-00Z,45.7616667,13.4963333,11.61,18.45,79.62,-0.006,0.031,0.032,349.05,0.048,-0.13,0.139,159.73
2024-10-01T17-00-00Z,45.7616667,13.4963333,11.64,18.44,96.09,-0.019,0.036,0.041,332.18,0.028,-0.13,0.133,167.85
2024-10-01T17-10-00Z,45.7616667,13.4963333,11.67,18.44,109.52,-0.033,0.02,0.039,301.22,0.023,-0.159,0.161,171.77
2024-10-01T17-20-00Z,45.7616667,13.4963333,11.72,18.44,81.74,-0.028,0.017,0.033,301.26,0.023,-0.115,0.117,168.69
2024-10-01T17-30-00Z,45.7616667,13.4963333,11.75,18.44,94.39,-0.032,0.016,0.036,296.57,0.056,-0.125,0.137,155.87
2024-10-01T17-40-00Z,45.7616667,13.4963333,11.78,18.49,61.44,-0.019,0.049,0.053,338.81,0.04,-0.085,0.094,154.8
2024-10-01T17-50-00Z,45.7616667,13.4963333,11.81,18.53,87.13,-0.053,0.005,0.053,275.39,0.044,-0.109,0.118,158.02
2024-10-01T18-00-00Z,45.7616667,13.4963333,11.84,18.56,76.18,-0.027,0.054,0.06,333.43,0.038,-0.111,0.117,161.1
2024-10-01T18-10-00Z,45.7616667,13.4963333,11.87,18.58,62.04,0,0.05,0.05,0,0.037,-0.083,0.091,155.97
2024-10-01T18-20-00Z,45.7616667,13.4963333,11.88,18.61,71.2,-0.038,0.062,0.073,328.5,0.056,-0.105,0.119,151.93
2024-10-01T18-30-00Z,45.7616667,13.4963333,11.89,18.65,70.66,-0.008,0.023,0.024,340.82,0.011,-0.102,0.103,173.84
2024-10-01T18-40-00Z,45.7616667,13.4963333,11.92,18.7,54.38,-0.029,-0.011,0.031,249.23,0.022,-0.054,0.058,157.83
2024-10-01T18-50-00Z,45.7616667,13.4963333,11.95,18.74,51.92,-0.004,0.015,0.016,345.07,0.015,-0.065,0.067,167.01
2024-10-01T19-00-00Z,45.7616667,13.4963333,11.96,18.78,69,-0.015,0.019,0.024,321.71,0.026,-0.086,0.09,163.18
2024-10-01T19-10-00Z,45.7616667,13.4963333,11.98,18.84,35.35,-0.035,0.04,0.053,318.81,0.021,-0.058,0.062,160.1
2024-10-01T19-20-00Z,45.7616667,13.4963333,11.97,18.87,83.21,-0.035,-0.025,0.043,234.46,0.028,-0.111,0.114,165.84
2024-10-01T19-30-00Z,45.7616667,13.4963333,11.99,18.91,91.28,-0.031,-0.013,0.034,247.25,0.031,-0.127,0.131,166.28
2024-10-01T19-40-00Z,45.7616667,13.4963333,11.99,18.94,105.71,-0.024,-0.055,0.06,203.57,0.057,-0.109,0.123,152.39
2024-10-01T19-50-00Z,45.7616667,13.4963333,12,18.97,60.77,0.01,-0.011,0.015,137.73,0.031,-0.07,0.077,156.11
2024-10-01T20-00-00Z,45.7616667,13.4963333,12,19.01,93.67,-0.007,-0.009,0.011,217.87,0.025,-0.135,0.137,169.51
2024-10-01T20-10-00Z,45.7616667,13.4963333,12,19.02,121.76,0.002,-0.026,0.026,175.6,0.046,-0.17,0.176,164.86
2024-10-01T20-20-00Z,45.7616667,13.4963333,12,19.03,84.46,-0.008,0.043,0.044,349.46,0.051,-0.129,0.139,158.43
2024-10-01T20-30-00Z,45.7616667,13.4963333,11.99,19.03,86.49,-0.017,0.006,0.018,289.44,0.043,-0.127,0.134,161.29
2024-10-01T20-40-00Z,45.7616667,13.4963333,11.99,19.04,113.16,-0.009,-0.009,0.013,225,0.053,-0.167,0.175,162.39
2024-10-01T20-50-00Z,45.7616667,13.4963333,11.99,19.05,110.45,-0.007,-0.012,0.014,210.26,0.049,-0.163,0.17,163.27
2024-10-01T21-00-00Z,45.7616667,13.4963333,11.98,19.05,126.62,-0.03,0.009,0.031,286.7,0.067,-0.192,0.203,160.76
2024-10-01T21-10-00Z,45.7616667,13.4963333,11.95,19.06,131.22,-0.012,-0.007,0.014,239.74,0.089,-0.194,0.213,155.36
2024-10-01T21-20-00Z,45.7616667,13.4963333,11.94,19.06,132.43,0.02,0.013,0.024,56.98,0.04,-0.214,0.218,169.41
2024-10-01T21-30-00Z,45.7616667,13.4963333,11.89,19.07,127.51,0.003,0.002,0.004,56.31,0.059,-0.189,0.198,162.66
2024-10-01T21-40-00Z,45.7616667,13.4963333,11.87,19.07,123.06,0.014,0.023,0.027,31.33,0.075,-0.193,0.207,158.76
2024-10-01T21-50-00Z,45.7616667,13.4963333,11.83,19.07,152.05,-0.008,0.005,0.009,302.01,0.069,-0.238,0.248,163.83
2024-10-01T22-00-00Z,45.7616667,13.4963333,11.81,19.07,128.01,-0.03,0,0.03,270,0.076,-0.186,0.201,157.77
2024-10-01T22-10-00Z,45.7616667,13.4963333,11.76,19.08,181.35,0.018,-0.008,0.02,113.96,0.101,-0.257,0.276,158.55
2024-10-01T22-20-00Z,45.7616667,13.4963333,11.72,19.08,158.57,0.02,0.004,0.02,78.69,0.093,-0.237,0.255,158.57
2024-10-01T22-30-00Z,45.7616667,13.4963333,11.67,19.08,163.99,-0.022,0.023,0.032,316.27,0.093,-0.25,0.267,159.59
2024-10-01T22-40-00Z,45.7616667,13.4963333,11.62,19.07,160.9,0.02,0.028,0.034,35.54,0.074,-0.234,0.245,162.45
2024-10-01T22-50-00Z,45.7616667,13.4963333,11.57,19.07,143.33,-0.02,0.021,0.029,316.4,0.076,-0.251,0.262,163.15
2024-10-01T23-00-00Z,45.7616667,13.4963333,11.54,19.07,122.28,0.004,0.007,0.008,29.74,0.061,-0.225,0.233,164.83
2024-10-01T23-10-00Z,45.7616667,13.4963333,11.49,19.06,125.21,0.007,0.008,0.011,41.19,0.076,-0.221,0.234,161.02
2024-10-01T23-20-00Z,45.7616667,13.4963333,11.47,19.06,116.77,-0.031,0.016,0.035,297.3,0.078,-0.206,0.22,159.26
2024-10-01T23-30-00Z,45.7616667,13.4963333,11.44,19.06,144.76,0.027,-0.009,0.028,108.43,0.091,-0.246,0.262,159.7
2024-10-01T23-40-00Z,45.7616667,13.4963333,11.4,19.06,124.59,0.008,0.015,0.017,28.07,0.074,-0.219,0.231,161.33
2024-10-01T23-50-00Z,45.7616667,13.4963333,11.37,19.05,139.98,0.012,0.017,0.021,35.22,0.089,-0.23,0.247,158.85
2024-10-02T00-00-00Z,45.7616667,13.4963333,11.36,19.05,111.14,-0.01,0.005,0.011,296.57,0.069,-0.192,0.204,160.23
2024-10-02T00-10-00Z,45.7616667,13.4963333,11.34,19.05,119.37,0.017,-0.017,0.024,135,0.06,-0.195,0.204,162.9
2024-10-02T00-20-00Z,45.7616667,13.4963333,11.32,19.05,123.7,0.003,-0.019,0.019,171.03,0.094,-0.195,0.216,154.26
2024-10-02T00-30-00Z,45.7616667,13.4963333,11.3,19.05,105.63,-0,0.009,0.009,0,0.064,-0.177,0.188,160.12
2024-10-02T00-40-00Z,45.7616667,13.4963333,11.3,19.05,93.58,-0.047,0.021,0.051,294.08,0.057,-0.173,0.182,161.76
2024-10-02T00-50-00Z,45.7616667,13.4963333,11.26,19.05,112.06,-0.01,0.016,0.019,327.99,0.052,-0.197,0.204,165.21
2024-10-02T01-00-00Z,45.7616667,13.4963333,11.24,19.05,121.49,-0.005,0.033,0.033,351.38,0.082,-0.201,0.217,157.81
2024-10-02T01-10-00Z,45.7616667,13.4963333,11.26,19.05,104.62,-0.022,0.029,0.036,322.82,0.084,-0.17,0.19,153.71
2024-10-02T01-20-00Z,45.7616667,13.4963333,11.24,19.05,107.7,-0.03,0.016,0.034,298.07,0.058,-0.187,0.196,162.77
2024-10-02T01-30-00Z,45.7616667,13.4963333,11.23,19.05,115.09,-0.047,0.013,0.049,285.46,0.078,-0.194,0.209,158.1
2024-10-02T01-40-00Z,45.7616667,13.4963333,11.24,19.04,121.21,-0.021,0.011,0.024,297.65,0.057,-0.208,0.216,164.67
2024-10-02T01-50-00Z,45.7616667,13.4963333,11.26,19.04,102.57,-0,0.025,0.025,0,0.064,-0.175,0.186,159.91
2024-10-02T02-00-00Z,45.7616667,13.4963333,11.27,19.04,81.97,-0.015,0.031,0.034,334.18,0.035,-0.151,0.155,166.95
2024-10-02T02-10-00Z,45.7616667,13.4963333,11.27,19.04,118.28,-0.01,0.003,0.01,286.7,0.069,-0.193,0.205,160.33
2024-10-02T02-20-00Z,45.7616667,13.4963333,11.26,19.03,107.57,-0.031,-0.022,0.038,234.64,0.069,-0.163,0.177,157.06
2024-10-02T02-30-00Z,45.7616667,13.4963333,11.28,19.03,77.09,-0.028,0.044,0.052,327.53,0.07,-0.121,0.14,149.95
2024-10-02T02-40-00Z,45.7616667,13.4963333,11.27,19.04,105.31,-0.002,-0.003,0.004,213.69,0.07,-0.168,0.182,157.38
2024-10-02T02-50-00Z,45.7616667,13.4963333,11.27,19.03,88.66,-0.011,0.02,0.023,331.19,0.047,-0.152,0.159,162.82
2024-10-02T03-00-00Z,45.7616667,13.4963333,11.3,19.03,55.7,-0.028,0.049,0.056,330.26,0.038,-0.104,0.111,159.93
2024-10-02T03-10-00Z,45.7616667,13.4963333,11.33,19.04,62.01,-0.008,0.042,0.043,349.22,0.016,-0.109,0.11,171.65
2024-10-02T03-20-00Z,45.7616667,13.4963333,11.37,19.04,66.22,-0.012,0.01,0.016,309.81,0.054,-0.097,0.111,150.9
2024-10-02T03-30-00Z,45.7616667,13.4963333,11.45,19.04,2.37,-0.044,0.057,0.072,322.33,0.003,-0.015,0.015,168.69
2024-10-02T03-40-00Z,45.7616667,13.4963333,11.47,19.04,40.99,0.002,0.001,0.002,63.43,-0.001,-0.059,0.059,180.97
2024-10-02T03-50-00Z,45.7616667,13.4963333,11.52,19.03,36.35,-0.022,0.033,0.04,326.31,0.024,-0.06,0.065,158.2
2024-10-02T04-00-00Z,45.7616667,13.4963333,11.57,19.03,32.69,-0.022,0.017,0.028,307.69,0.018,-0.027,0.032,146.31
2024-10-02T04-10-00Z,45.7616667,13.4963333,11.61,19.03,44.54,-0.021,0.025,0.033,319.97,0.018,-0.028,0.033,147.26
2024-10-02T04-20-00Z,45.7616667,13.4963333,11.66,19.03,36.44,-0.043,0.031,0.053,305.79,-0.005,-0.051,0.051,185.6
2024-10-02T04-30-00Z,45.7616667,13.4963333,11.72,19.03,0.28,-0.026,0.055,0.061,334.7,-0.017,-0.004,0.017,256.76
2024-10-02T04-40-00Z,45.7616667,13.4963333,11.76,19.03,24.66,-0.006,0.032,0.033,349.38,0.005,-0.031,0.031,170.84
2024-10-02T04-50-00Z,45.7616667,13.4963333,11.83,19.03,-9.54,-0.019,0.05,0.053,339.19,-0.019,0.014,0.024,306.38
2024-10-02T05-00-00Z,45.7616667,13.4963333,11.9,19.03,-16.08,-0.012,0.086,0.087,352.06,-0.011,0.023,0.025,334.44
2024-10-02T05-10-00Z,45.7616667,13.4963333,11.93,19.03,23.4,-0.018,0.041,0.045,336.3,0.011,-0.033,0.035,161.57
2024-10-02T05-20-00Z,45.7616667,13.4963333,11.97,19.03,44.87,0.01,0.026,0.028,21.04,0.027,-0.052,0.059,152.56
2024-10-02T05-30-00Z,45.7616667,13.4963333,12,19.03,30.27,-0.016,0.017,0.023,316.74,0.04,-0.031,0.051,127.78
2024-10-02T05-40-00Z,45.7616667,13.4963333,12.04,19.02,23.3,0.001,0.019,0.019,3.01,0.037,-0.013,0.039,109.36
2024-10-02T05-50-00Z,45.7616667,13.4963333,12.07,19.02,1.78,0.006,0.044,0.044,7.77,-0.007,0.018,0.019,338.75
2024-10-02T06-00-00Z,45.7616667,13.4963333,12.1,19.02,39.23,-0.007,0.052,0.052,352.33,-0.002,-0.061,0.061,181.88
2024-10-02T06-10-00Z,45.7616667,13.4963333,12.13,19.04,-4.08,-0.009,0.045,0.046,348.69,0.022,0.006,0.023,74.74
2024-10-02T06-20-00Z,45.7616667,13.4963333,12.17,19.06,22.44,-0.043,0.048,0.064,318.14,0.016,-0.036,0.039,156.04
2024-10-02T06-30-00Z,45.7616667,13.4963333,12.2,19.08,60.24,0.005,0.031,0.031,9.16,0.036,-0.072,0.08,153.43
2024-10-02T06-40-00Z,45.7616667,13.4963333,12.23,19.11,7.85,-0.01,0.031,0.033,342.12,0.041,-0.006,0.041,98.33
2024-10-02T06-50-00Z,45.7616667,13.4963333,12.28,19.12,-49.03,-0.011,0.015,0.019,323.75,0.001,0.067,0.067,0.86
2024-10-02T07-00-00Z,45.7616667,13.4963333,12.31,19.13,-83.22,0.014,-0.047,0.049,163.41,0.003,0.12,0.12,1.43
2024-10-02T07-10-00Z,45.7616667,13.4963333,12.34,19.17,-68.02,0.026,-0.043,0.05,148.84,-0.015,0.095,0.096,351.03
2024-10-02T07-20-00Z,45.7616667,13.4963333,12.35,19.18,-31.47,0.022,-0.042,0.047,152.35,0.039,0.048,0.062,39.09
2024-10-02T07-30-00Z,45.7616667,13.4963333,12.34,19.18,19.06,0.021,-0.023,0.031,137.6,0.005,-0.033,0.033,171.38
2024-10-02T07-40-00Z,45.7616667,13.4963333,12.35,19.17,-9.85,-0.001,-0.018,0.018,183.18,0.027,0.008,0.028,73.5
2024-10-02T07-50-00Z,45.7616667,13.4963333,12.34,19.18,-15.63,-0.013,0.017,0.021,322.59,0.071,0.013,0.072,79.62
2024-10-02T08-00-00Z,45.7616667,13.4963333,12.35,19.19,-20.67,0.009,0.024,0.026,20.56,0.023,0.002,0.023,85.03
2024-10-02T08-10-00Z,45.7616667,13.4963333,12.37,19.19,-24.39,-0,0.004,0.004,0,0.029,0.025,0.038,49.24
2024-10-02T08-20-00Z,45.7616667,13.4963333,12.4,19.2,-53.9,0.036,0.028,0.046,52.13,-0.006,0.053,0.053,353.54
2024-10-02T08-30-00Z,45.7616667,13.4963333,12.41,19.2,-20.36,-0.019,-0.025,0.031,217.23,0,0.017,0.017,0
2024-10-02T08-40-00Z,45.7616667,13.4963333,12.41,19.21,-23.34,-0.007,-0.02,0.021,199.29,0.029,0.019,0.035,56.77
2024-10-02T08-50-00Z,45.7616667,13.4963333,12.41,19.22,25.28,0.019,0.006,0.02,72.47,0.04,-0.046,0.061,138.99
2024-10-02T09-00-00Z,45.7616667,13.4963333,12.41,19.22,10.22,0.003,0.005,0.006,30.96,0.055,-0.019,0.058,109.06
2024-10-02T09-10-00Z,45.7616667,13.4963333,12.39,19.22,15.91,-0.016,0.018,0.024,318.37,0.028,-0.034,0.044,140.53
2024-10-02T09-20-00Z,45.7616667,13.4963333,12.37,19.22,42.59,0.004,0.011,0.012,19.98,0.044,-0.076,0.088,149.93
2024-10-02T09-30-00Z,45.7616667,13.4963333,12.35,19.22,22.79,-0.005,0.013,0.014,338.96,0.037,-0.042,0.056,138.62
2024-10-02T09-40-00Z,45.7616667,13.4963333,12.31,19.22,60.84,0,-0.009,0.009,180,0.087,-0.085,0.122,134.33
2024-10-02T09-50-00Z,45.7616667,13.4963333,12.28,19.22,58.48,-0.006,0.003,0.007,296.57,0.056,-0.091,0.107,148.39
2024-10-02T10-00-00Z,45.7616667,13.4963333,12.24,19.22,79.28,-0.033,0.013,0.035,291.5,0.056,-0.14,0.151,158.2
2024-10-02T10-10-00Z,45.7616667,13.4963333,12.2,19.22,104.28,-0,0.006,0.006,0,0.099,-0.152,0.181,146.92
2024-10-02T10-20-00Z,45.7616667,13.4963333,12.15,19.22,106.3,0.036,0.018,0.04,63.43,0.099,-0.184,0.209,151.72
2024-10-02T10-30-00Z,45.7616667,13.4963333,12.1,19.22,134.54,-0.016,-0.007,0.017,246.37,0.118,-0.206,0.237,150.2
2024-10-02T10-40-00Z,45.7616667,13.4963333,12.06,19.22,85.49,-0.012,0.039,0.041,342.9,0.063,-0.152,0.165,157.49
2024-10-02T10-50-00Z,45.7616667,13.4963333,12.01,19.22,118.81,0.012,0.022,0.025,28.61,0.089,-0.193,0.213,155.24
2024-10-02T11-00-00Z,45.7616667,13.4963333,11.97,19.22,94.07,-0.013,0.039,0.041,341.57,0.087,-0.16,0.182,151.46
2024-10-02T11-10-00Z,45.7616667,13.4963333,11.94,19.22,89.48,-0.001,0.024,0.024,357.61,0.098,-0.14,0.171,145.01
2024-10-02T11-20-00Z,45.7616667,13.4963333,11.9,19.22,112.25,0.018,0.017,0.025,46.64,0.099,-0.17,0.197,149.79
2024-10-02T11-30-00Z,45.7616667,13.4963333,11.85,19.22,90.51,-0.003,0.002,0.004,303.69,0.074,-0.15,0.167,153.74
2024-10-02T11-40-00Z,45.7616667,13.4963333,11.81,19.22,89.79,-0.02,-0.01,0.022,243.43,0.099,-0.142,0.173,145.12
2024-10-02T11-50-00Z,45.7616667,13.4963333,11.78,19.22,87.93,0.008,0.007,0.011,48.81,0.079,-0.145,0.165,151.42
2024-10-02T12-00-00Z,45.7616667,13.4963333,11.73,19.22,91.67,-0.029,0.001,0.029,271.97,0.067,-0.154,0.168,156.49
2024-10-02T12-10-00Z,45.7616667,13.4963333,11.69,19.21,79.46,-0.027,0.02,0.034,306.53,0.066,-0.149,0.163,156.11
2024-10-02T12-20-00Z,45.7616667,13.4963333,11.64,19.21,95.91,-0.027,0.002,0.027,274.24,0.054,-0.201,0.208,164.96
2024-10-02T12-30-00Z,45.7616667,13.4963333,11.59,19.21,95.12,-0.016,0.019,0.025,319.9,0.048,-0.193,0.199,166.03
2024-10-02T12-40-00Z,45.7616667,13.4963333,11.56,19.21,73.71,0.001,0.02,0.02,2.86,0.046,-0.159,0.166,163.86
2024-10-02T12-50-00Z,45.7616667,13.4963333,11.53,19.21,76.7,-0.002,0.043,0.043,357.34,0.104,-0.145,0.178,144.35
2024-10-02T13-00-00Z,45.7616667,13.4963333,11.51,19.21,60.51,0.01,0.003,0.01,73.3,0.065,-0.119,0.136,151.36
2024-10-02T13-10-00Z,45.7616667,13.4963333,11.5,19.21,65.66,-0.013,-0.022,0.026,210.58,0.083,-0.112,0.139,143.46
2024-10-02T13-20-00Z,45.7616667,13.4963333,11.49,19.21,49.51,-0.002,0.002,0.003,315,0.067,-0.096,0.117,145.09
2024-10-02T13-30-00Z,45.7616667,13.4963333,11.5,19.21,46.55,-0.011,0.03,0.032,339.86,0.055,-0.084,0.1,146.78
2024-10-02T13-40-00Z,45.7616667,13.4963333,11.48,19.21,59.19,-0.003,-0.016,0.016,190.62,0.087,-0.112,0.142,142.16
2024-10-02T13-50-00Z,45.7616667,13.4963333,11.46,19.2,67.7,-0.017,0.006,0.018,289.44,0.08,-0.124,0.148,147.17
2024-10-02T14-00-00Z,45.7616667,13.4963333,11.44,19.2,112.77,-0.044,0.024,0.05,298.61,0.099,-0.202,0.225,153.89
2024-10-02T14-10-00Z,45.7616667,13.4963333,11.43,19.2,52,-0.01,0.028,0.03,340.35,0.02,-0.123,0.125,170.76
2024-10-02T14-20-00Z,45.7616667,13.4963333,11.43,19.2,114.04,0.012,0.015,0.019,38.66,0.108,-0.183,0.212,149.45
2024-10-02T14-30-00Z,45.7616667,13.4963333,11.44,19.2,77.47,0.012,-0.002,0.012,99.46,0.076,-0.136,0.156,150.8
2024-10-02T14-40-00Z,45.7616667,13.4963333,11.41,19.2,78.42,0.008,0.006,0.01,53.13,0.063,-0.15,0.163,157.22
2024-10-02T14-50-00Z,45.7616667,13.4963333,11.4,19.2,50.46,-0.018,0.032,0.037,330.64,0.049,-0.115,0.125,156.92
2024-10-02T15-00-00Z,45.7616667,13.4963333,11.41,19.2,61.77,-0.024,0.028,0.037,319.4,0.047,-0.139,0.147,161.32
2024-10-02T15-10-00Z,45.7616667,13.4963333,11.39,19.2,71.75,0.006,-0.032,0.033,169.38,0.081,-0.126,0.15,147.26
2024-10-02T15-20-00Z,45.7616667,13.4963333,11.39,19.2,123.32,0.012,0.01,0.016,50.19,0.146,-0.192,0.241,142.75
2024-10-02T15-30-00Z,45.7616667,13.4963333,11.39,19.2,124.33,-0.019,0.019,0.027,315,0.101,-0.214,0.237,154.73
2024-10-02T15-40-00Z,45.7616667,13.4963333,11.38,19.2,125.55,-0.048,0.028,0.056,300.26,0.094,-0.224,0.243,157.23
2024-10-02T15-50-00Z,45.7616667,13.4963333,11.41,19.2,125.44,-0.028,0.031,0.042,317.91,0.088,-0.221,0.238,158.29
2024-10-02T16-00-00Z,45.7616667,13.4963333,11.45,19.2,105.11,0.012,0.005,0.013,67.38,0.058,-0.182,0.191,162.32
2024-10-02T16-10-00Z,45.7616667,13.4963333,11.48,19.19,144,-0.011,-0.011,0.016,225,0.088,-0.255,0.27,160.96
2024-10-02T16-20-00Z,45.7616667,13.4963333,11.56,19.19,143.09,-0.006,-0.012,0.013,206.57,0.048,-0.246,0.251,168.96
2024-10-02T16-30-00Z,45.7616667,13.4963333,11.62,19.19,182.9,-0.004,0.009,0.01,336.04,0.082,-0.251,0.264,161.91
2024-10-02T16-40-00Z,45.7616667,13.4963333,11.65,19.19,231.5,0.006,0.009,0.011,33.69,0.097,-0.321,0.335,163.19
2024-10-02T17-00-00Z,45.7616667,13.4963333,11.67,19.19,333.24,-0.01,0.016,0.019,327.99,0.18,-0.538,0.567,161.5
2024-10-02T17-10-00Z,45.7616667,13.4963333,11.7,19.19,375.46,-0.012,-0.009,0.015,233.13,0.182,-0.607,0.634,163.31
2024-10-02T17-20-00Z,45.7616667,13.4963333,11.74,19.19,395.91,-0.024,-0.042,0.048,209.74,0.229,-0.609,0.651,159.39
2024-10-02T17-30-00Z,45.7616667,13.4963333,11.79,19.19,443.05,-0.021,-0.047,0.051,204.08,0.272,-0.678,0.731,158.14
2024-10-02T17-40-00Z,45.7616667,13.4963333,11.81,19.19,542.6,-0.013,-0.157,0.158,184.73,0.31,-0.791,0.85,158.6
2024-10-02T17-50-00Z,45.7616667,13.4963333,11.86,19.19,554.53,0.027,-0.228,0.23,173.25,0.282,-0.791,0.84,160.38
2024-10-02T18-00-00Z,45.7616667,13.4963333,11.88,19.19,663.99,0.069,-0.374,0.38,169.55,0.287,-0.912,0.956,162.53
2024-10-02T18-10-00Z,45.7616667,13.4963333,11.89,19.18,658.04,0.133,-0.498,0.515,165.05,0.339,-0.856,0.921,158.4
2024-10-02T18-20-00Z,45.7616667,13.4963333,11.91,19.18,712.88,0.189,-0.665,0.691,164.13,0.358,-0.893,0.962,158.15
2024-10-02T18-30-00Z,45.7616667,13.4963333,11.94,19.18,775.8,0.195,-0.848,0.87,167.05,0.398,-0.919,1.001,156.58
2024-10-02T18-40-00Z,45.7616667,13.4963333,11.92,18.06,937.5,0.251,-1.105,1.133,167.2,0.469,-1.105,1.2,157
2024-10-02T18-50-00Z,45.7616667,13.4963333,11.93,14.24,981.36,0.263,-1.167,1.196,167.3,0.535,-1.136,1.256,154.78
2024-10-02T19-00-00Z,45.7616667,13.4963333,11.96,12.63,1018.47,0.329,-1.276,1.318,165.54,0.508,-1.191,1.295,156.9
2024-10-02T19-10-00Z,45.7616667,13.4963333,12.01,12.01,1111.57,0.339,-1.303,1.346,165.42,0.563,-1.31,1.426,156.74
2024-10-02T19-20-00Z,45.7616667,13.4963333,12.05,11.76,1151.95,0.3,-1.342,1.375,167.4,0.56,-1.363,1.474,157.66
2024-10-02T19-30-00Z,45.7616667,13.4963333,12.05,11.69,1186.95,0.374,-1.463,1.51,165.66,0.633,-1.385,1.523,155.44
2024-10-02T19-40-00Z,45.7616667,13.4963333,12.05,11.73,1185.17,0.44,-1.536,1.598,164.02,0.677,-1.353,1.513,153.42
2024-10-02T19-50-00Z,45.7616667,13.4963333,12.08,11.81,1314.2,0.385,-1.625,1.67,166.67,0.679,-1.517,1.662,155.89
2024-10-02T20-00-00Z,45.7616667,13.4963333,12.09,11.9,1308.85,0.534,-1.649,1.733,162.06,0.795,-1.468,1.669,151.56
2024-10-02T20-10-00Z,45.7616667,13.4963333,12.11,11.98,1262.83,0.534,-1.702,1.784,162.58,0.797,-1.386,1.599,150.1
2024-10-02T20-20-00Z,45.7616667,13.4963333,12.07,12.06,1308.96,0.621,-1.711,1.82,160.05,0.84,-1.448,1.674,149.88
2024-10-02T20-30-00Z,45.7616667,13.4963333,12.06,12.14,1488.37,0.467,-1.84,1.898,165.76,0.721,-1.733,1.877,157.41
2024-10-02T20-40-00Z,45.7616667,13.4963333,12.04,12.2,1475.14,0.498,-1.858,1.924,165,0.797,-1.695,1.873,154.82
2024-10-02T20-50-00Z,45.7616667,13.4963333,12.07,12.25,1469.14,0.551,-1.886,1.965,163.71,0.846,-1.67,1.872,153.13
2024-10-02T21-00-00Z,45.7616667,13.4963333,12.05,12.29,1563.98,0.429,-1.882,1.93,167.16,0.856,-1.805,1.998,154.63
2024-10-02T21-10-00Z,45.7616667,13.4963333,12.05,12.33,1567.81,0.487,-1.933,1.993,165.86,0.872,-1.792,1.993,154.05
2024-10-02T21-20-00Z,45.7616667,13.4963333,12.06,12.38,1662.85,0.524,-1.991,2.059,165.26,0.886,-1.938,2.131,155.43
2024-10-02T21-30-00Z,45.7616667,13.4963333,12.05,12.42,1667.84,0.512,-1.99,2.055,165.57,0.896,-1.94,2.137,155.21
2024-10-02T21-40-00Z,45.7616667,13.4963333,12.01,12.47,1739.82,0.542,-2.129,2.197,165.72,0.882,-2.036,2.219,156.58
2024-10-02T21-50-00Z,45.7616667,13.4963333,12.01,12.51,1756.43,0.633,-2.143,2.235,163.54,0.982,-2.013,2.24,154
2024-10-02T22-00-00Z,45.7616667,13.4963333,11.98,12.55,1812.15,0.527,-2.174,2.237,166.37,0.925,-2.104,2.298,156.27
