dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_BottomAvrg,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-26T06-20-00Z,45.7616667,13.4963333,12.1,21.29,37.73,-0.037,0.003,0.037,274.64,0.024,-0.045,0.051,151.93
2024-09-26T06-30-00Z,45.7616667,13.4963333,12.1,21.29,38.76,-0.028,-0.006,0.029,257.91,-0.007,-0.044,0.045,189.04
2024-09-26T06-40-00Z,45.7616667,13.4963333,12.1,21.29,64.14,-0.018,-0.012,0.022,236.31,-0.005,-0.084,0.084,183.41
2024-09-26T06-50-00Z,45.7616667,13.4963333,12.09,21.29,51.78,-0.036,0.01,0.037,285.52,0.014,-0.073,0.074,169.14
2024-09-26T07-00-00Z,45.7616667,13.4963333,12.08,21.29,84.34,0.006,0.006,0.008,45,0.049,-0.104,0.115,154.77
2024-09-26T07-10-00Z,45.7616667,13.4963333,12.07,21.29,61.19,-0.02,0.01,0.022,296.57,0.006,-0.087,0.087,176.05
2024-09-26T07-20-00Z,45.7616667,13.4963333,12.06,21.29,61.13,-0,0.008,0.008,0,0.018,-0.084,0.086,167.91
2024-09-26T07-30-00Z,45.7616667,13.4963333,12.04,21.29,65.94,-0.019,0.032,0.037,329.3,0.05,-0.085,0.099,149.53
2024-09-26T07-40-00Z,45.7616667,13.4963333,12.04,21.29,48.51,-0.033,0.045,0.056,323.75,0.041,-0.065,0.077,147.76
2024-09-26T07-50-00Z,45.7616667,13.4963333,12.04,21.29,51.59,-0.024,0.013,0.027,298.44,0.027,-0.067,0.072,158.05
2024-09-26T08-00-00Z,45.7616667,13.4963333,12.03,21.29,56.12,-0.036,0.025,0.044,304.78,0.025,-0.07,0.074,160.35
2024-09-26T08-10-00Z,45.7616667,13.4963333,12.04,21.29,64.22,-0.002,0.003,0.004,326.31,0.016,-0.077,0.079,168.26
2024-09-26T08-20-00Z,45.7616667,13.4963333,12.05,21.29,56.58,-0.044,0.006,0.044,277.77,0.021,-0.064,0.067,161.83
2024-09-26T08-30-00Z,45.7616667,13.4963333,12.05,21.29,57.5,-0.057,-0.003,0.057,266.99,0.038,-0.064,0.074,149.3
2024-09-26T08-40-00Z,45.7616667,13.4963333,12.05,21.29,81.66,-0.033,0.016,0.037,295.87,0.04,-0.108,0.115,159.68
2024-09-26T08-50-00Z,45.7616667,13.4963333,12.06,21.29,86.75,0.014,-0.009,0.017,122.74,0.033,-0.108,0.113,163.01
2024-09-26T09-00-00Z,45.7616667,13.4963333,12.05,21.29,77.44,-0.016,0.015,0.022,313.15,0.034,-0.102,0.108,161.57
2024-09-26T09-10-00Z,45.7616667,13.4963333,12.05,21.29,86.96,-0.023,-0.025,0.034,222.61,0.054,-0.106,0.119,153
2024-09-26T09-20-00Z,45.7616667,13.4963333,12.03,21.29,99.67,-0.049,-0.017,0.052,250.87,0.065,-0.121,0.137,151.76
2024-09-26T09-30-00Z,45.7616667,13.4963333,12.02,21.29,87.42,0.025,0.006,0.026,76.5,0.061,-0.105,0.121,149.85
2024-09-26T09-40-00Z,45.7616667,13.4963333,12.02,21.29,66.02,0.008,0.062,0.063,7.35,0.038,-0.102,0.109,159.57
2024-09-26T09-50-00Z,45.7616667,13.4963333,12.02,21.29,62.08,-0.029,0.065,0.071,335.96,0.018,-0.103,0.105,170.09
2024-09-26T10-00-00Z,45.7616667,13.4963333,12.04,21.29,79.33,0.01,0.02,0.022,26.57,0.018,-0.101,0.103,169.89
2024-09-26T10-10-00Z,45.7616667,13.4963333,12.02,21.29,93.86,-0.027,-0.003,0.027,263.66,0.075,-0.111,0.134,145.95
2024-09-26T10-20-00Z,45.7616667,13.4963333,12.01,21.29,110.6,-0.05,0.011,0.051,282.41,0.053,-0.152,0.161,160.78
2024-09-26T10-30-00Z,45.7616667,13.4963333,11.99,21.29,112.5,-0.009,0.016,0.018,330.64,0.069,-0.154,0.169,155.87
2024-09-26T10-40-00Z,45.7616667,13.4963333,11.98,21.29,98.51,-0.011,0.007,0.013,302.47,0.036,-0.135,0.14,165.07
2024-09-26T10-50-00Z,45.7616667,13.4963333,11.96,21.29,96.59,-0.029,0.04,0.049,324.06,0.06,-0.127,0.14,154.71
2024-09-26T11-00-00Z,45.7616667,13.4963333,11.97,21.29,69.76,-0.043,0.033,0.054,307.5,0.063,-0.086,0.107,143.78
2024-09-26T11-10-00Z,45.7616667,13.4963333,11.96,21.29,44.6,-0.002,0.014,0.014,351.87,0.029,-0.066,0.072,156.28
2024-09-26T11-20-00Z,45.7616667,13.4963333,11.95,21.29,93.57,-0.026,0.016,0.031,301.61,0.045,-0.132,0.139,161.18
2024-09-26T11-30-00Z,45.7616667,13.4963333,11.94,21.29,96.14,-0.043,-0.012,0.045,254.41,0.084,-0.122,0.148,145.45
2024-09-26T11-40-00Z,45.7616667,13.4963333,11.92,21.29,92.53,-0.03,0.03,0.042,315,0.031,-0.127,0.131,166.28
2024-09-26T11-50-00Z,45.7616667,13.4963333,11.92,21.28,99.53,-0.006,0.023,0.024,345.38,0.049,-0.142,0.15,160.96
2024-09-26T12-00-00Z,45.7616667,13.4963333,11.93,21.28,50.25,-0.002,0.035,0.035,356.73,0.037,-0.073,0.082,153.12
2024-09-26T12-10-00Z,45.7616667,13.4963333,11.93,21.28,65.4,-0.023,0.026,0.035,318.5,0.08,-0.074,0.109,132.77
2024-09-26T12-20-00Z,45.7616667,13.4963333,11.95,21.28,55.83,0.001,0.036,0.036,1.59,0.025,-0.07,0.074,160.35
2024-09-26T12-30-00Z,45.7616667,13.4963333,11.95,21.28,78.25,-0.037,-0.003,0.037,265.36,0.052,-0.096,0.109,151.56
2024-09-26T12-40-00Z,45.7616667,13.4963333,11.95,21.28,81.85,-0.07,-0.002,0.07,268.36,0.082,-0.096,0.126,139.5
2024-09-26T12-50-00Z,45.7616667,13.4963333,11.94,21.28,71.64,-0.054,0.004,0.054,274.24,0.086,-0.079,0.117,132.57
2024-09-26T13-10-00Z,45.7616667,13.4963333,11.94,21.28,68.68,-0.049,0.022,0.054,294.18,0.014,-0.092,0.093,171.35
2024-09-26T13-20-00Z,45.7616667,13.4963333,11.95,21.28,25.43,-0.029,0.023,0.037,308.42,0.011,-0.034,0.036,162.07
2024-09-26T13-30-00Z,45.7616667,13.4963333,11.97,21.28,39.73,-0.026,0.011,0.028,292.93,0.034,-0.043,0.055,141.67
2024-09-26T13-40-00Z,45.7616667,13.4963333,11.98,21.28,42.24,-0.02,0.031,0.037,327.17,0.027,-0.048,0.055,150.64
2024-09-26T13-50-00Z,45.7616667,13.4963333,11.99,21.28,46.46,-0.023,0.007,0.024,286.93,0.014,-0.052,0.054,164.93
2024-09-26T14-00-00Z,45.7616667,13.4963333,12,21.28,31.02,-0.036,-0.001,0.036,268.41,0.046,-0.023,0.051,116.57
2024-09-26T14-10-00Z,45.7616667,13.4963333,11.99,21.28,22.27,-0.046,0.009,0.047,281.07,0.029,-0.025,0.038,130.76
2024-09-26T14-20-00Z,45.7616667,13.4963333,12,21.28,25.52,-0.003,-0.007,0.008,203.2,0.04,-0.015,0.043,110.56
2024-09-26T14-30-00Z,45.7616667,13.4963333,11.99,21.28,63.9,-0.011,-0.023,0.025,205.56,0.002,-0.076,0.076,178.49
2024-09-26T14-40-00Z,45.7616667,13.4963333,12.01,21.28,14.45,-0.009,0.036,0.037,345.96,0.061,0.004,0.061,86.25
2024-09-26T14-50-00Z,45.7616667,13.4963333,12.04,21.28,-50.7,-0.028,0.045,0.053,328.11,-0.026,0.059,0.064,336.22
2024-09-26T15-00-00Z,45.7616667,13.4963333,12.04,21.28,-35.61,-0.048,0.028,0.056,300.26,0.022,0.044,0.049,26.57
2024-09-26T15-10-00Z,45.7616667,13.4963333,12.07,21.28,-54.66,-0.006,0.005,0.008,309.81,-0.008,0.086,0.086,354.69
2024-09-26T15-20-00Z,45.7616667,13.4963333,12.09,21.28,-40.51,0.017,-0.011,0.02,122.91,0.005,0.059,0.059,4.84
2024-09-26T15-30-00Z,45.7616667,13.4963333,12.1,21.28,-48.17,-0.012,0.009,0.015,306.87,0.004,0.061,0.061,3.75
2024-09-26T15-40-00Z,45.7616667,13.4963333,12.11,21.28,-41.2,-0.013,-0.005,0.014,248.96,0.011,0.061,0.062,10.22
2024-09-26T15-50-00Z,45.7616667,13.4963333,12.12,21.27,-75.56,-0.062,-0.015,0.064,256.4,-0.028,0.032,0.043,318.81
2024-09-26T16-00-00Z,45.7616667,13.4963333,12.12,21.27,-97.31,-0.003,0.013,0.013,347.01,-0.029,0.062,0.068,334.93
2024-09-26T16-10-00Z,45.7616667,13.4963333,12.14,21.27,-90.84,-0.003,0.013,0.013,347.01,-0.018,0.056,0.059,342.18
2024-09-26T16-20-00Z,45.7616667,13.4963333,12.15,21.27,-74.89,-0.025,0.036,0.044,325.22,-0.016,0.041,0.044,338.68
2024-09-26T16-30-00Z,45.7616667,13.4963333,12.17,21.27,-72.78,-0.011,0.023,0.025,334.44,0.004,0.09,0.09,2.54
2024-09-26T16-40-00Z,45.7616667,13.4963333,12.18,21.27,-71.57,0.022,-0.02,0.03,132.27,0.014,0.097,0.098,8.21
2024-09-26T16-50-00Z,45.7616667,13.4963333,12.2,21.27,-73.69,-0.045,0.008,0.046,280.08,0.02,0.096,0.098,11.77
2024-09-26T17-00-00Z,45.7616667,13.4963333,12.21,21.27,-44.36,0.023,0.018,0.029,51.95,0.023,0.057,0.061,21.97
2024-09-26T17-10-00Z,45.7616667,13.4963333,12.21,21.27,-67.5,-0.001,0.018,0.018,356.82,-0.008,0.075,0.075,353.91
2024-09-26T17-20-00Z,45.7616667,13.4963333,12.21,21.27,-65.22,-0.009,0.001,0.009,276.34,-0.015,0.074,0.076,348.54
2024-09-26T17-30-00Z,45.7616667,13.4963333,12.22,21.27,-39.8,0.016,-0.023,0.028,145.18,0.013,0.057,0.058,12.85
2024-09-26T17-40-00Z,45.7616667,13.4963333,12.21,21.27,-44.77,-0.02,-0.027,0.034,216.53,0.034,0.073,0.081,24.97
2024-09-26T17-50-00Z,45.7616667,13.4963333,12.21,21.27,-28.05,-0.013,-0.02,0.024,213.02,0.051,0.044,0.067,49.21
2024-09-26T18-00-00Z,45.7616667,13.4963333,12.19,21.27,-23.61,-0.031,-0.006,0.032,259.05,0.027,0.012,0.03,66.04
2024-09-26T18-10-00Z,45.7616667,13.4963333,12.17,21.27,-31.56,0.013,0.026,0.029,26.57,0.014,0.024,0.028,30.26
2024-09-26T18-20-00Z,45.7616667,13.4963333,12.17,21.27,-61.71,-0.034,0.071,0.079,334.41,0.005,0.053,0.053,5.39
2024-09-26T18-30-00Z,45.7616667,13.4963333,12.17,21.27,-30.25,-0.02,0.031,0.037,327.17,0.024,0.028,0.037,40.6
2024-09-26T18-40-00Z,45.7616667,13.4963333,12.16,21.27,-12.88,0.002,0.017,0.017,6.71,0.011,0.004,0.012,70.02
2024-09-26T18-50-00Z,45.7616667,13.4963333,12.17,21.27,-47.99,-0.021,0.025,0.033,319.97,0.051,0.068,0.085,36.87
2024-09-26T19-00-00Z,45.7616667,13.4963333,12.15,21.27,-11.19,-0.03,-0.003,0.03,264.29,0.019,-0.019,0.027,135
2024-09-26T19-20-00Z,45.7616667,13.4963333,12.14,21.27,14.76,-0.041,-0.03,0.051,233.81,0.022,-0.049,0.054,155.82
2024-09-26T19-30-00Z,45.7616667,13.4963333,12.12,21.27,-8.75,-0.007,0.028,0.029,345.96,0.057,-0.035,0.067,121.55
2024-09-26T19-40-00Z,45.7616667,13.4963333,12.1,21.27,42.94,-0.032,-0.007,0.033,257.66,0.053,-0.066,0.085,141.23
2024-09-26T19-50-00Z,45.7616667,13.4963333,12.08,21.27,12.96,-0.026,0.02,0.033,307.57,0.037,-0.03,0.048,129.04
2024-09-26T20-00-00Z,45.7616667,13.4963333,12.07,21.27,50.44,0.021,0.025,0.033,40.03,0.063,-0.081,0.103,142.13
2024-09-26T20-10-00Z,45.7616667,13.4963333,12.05,21.27,41.73,-0.011,0.023,0.025,334.44,0.072,-0.069,0.1,133.78
2024-09-26T20-20-00Z,45.7616667,13.4963333,12.06,21.27,44.09,-0.034,0.002,0.034,273.37,0.075,-0.063,0.098,130.03
2024-09-26T20-30-00Z,45.7616667,13.4963333,12.04,21.27,46.7,-0.026,0.007,0.027,285.07,0.039,-0.082,0.091,154.56
2024-09-26T20-40-00Z,45.7616667,13.4963333,12.03,21.27,61.76,-0.034,-0.03,0.045,228.58,0.061,-0.091,0.11,146.16
2024-09-26T20-50-00Z,45.7616667,13.4963333,12,21.27,44.91,-0.032,0.023,0.039,305.71,0.03,-0.09,0.095,161.57
2024-09-26T21-00-00Z,45.7616667,13.4963333,11.96,21.27,89.62,0.006,0.018,0.019,18.43,0.084,-0.145,0.168,149.92
2024-09-26T21-10-00Z,45.7616667,13.4963333,11.92,21.27,63.88,-0.01,0.036,0.037,344.48,0.05,-0.126,0.136,158.36
2024-09-26T21-20-00Z,45.7616667,13.4963333,11.89,21.27,76.04,-0.035,0.027,0.044,307.65,0.046,-0.149,0.156,162.84
2024-09-26T21-30-00Z,45.7616667,13.4963333,11.86,21.27,73.19,0.003,0.031,0.031,5.53,0.09,-0.126,0.155,144.46
2024-09-26T21-40-00Z,45.7616667,13.4963333,11.85,21.27,69.7,-0.019,0.006,0.02,287.53,0.097,-0.109,0.146,138.33
2024-09-26T21-50-00Z,45.7616667,13.4963333,11.83,21.27,61.73,-0.034,0.012,0.036,289.44,0.055,-0.113,0.126,154.05
2024-09-26T22-00-00Z,45.7616667,13.4963333,11.81,21.27,43.46,0.011,0.032,0.034,18.97,0.092,-0.077,0.12,129.93
2024-09-26T22-10-00Z,45.7616667,13.4963333,11.78,21.27,50.48,-0.068,0.005,0.068,274.21,0.049,-0.101,0.112,154.12
2024-09-26T22-20-00Z,45.7616667,13.4963333,11.75,21.27,70.5,-0.034,0.011,0.036,287.93,0.053,-0.128,0.139,157.51
2024-09-26T22-30-00Z,45.7616667,13.4963333,11.73,21.27,44.24,-0.028,0.058,0.064,334.23,0.054,-0.105,0.118,152.78
2024-09-26T22-40-00Z,45.7616667,13.4963333,11.72,21.27,57.32,-0.052,0.007,0.052,277.67,0.057,-0.11,0.124,152.61
2024-09-26T22-50-00Z,45.7616667,13.4963333,11.71,21.27,38.02,-0.043,-0.002,0.043,267.34,0.05,-0.084,0.098,149.24
2024-09-26T23-00-00Z,45.7616667,13.4963333,11.7,21.27,32.69,-0.055,-0.002,0.055,267.92,0.07,-0.071,0.1,135.41
2024-09-26T23-10-00Z,45.7616667,13.4963333,11.7,21.27,4.55,-0.038,0.016,0.041,292.83,0.059,-0.033,0.068,119.22
2024-09-26T23-20-00Z,45.7616667,13.4963333,11.68,21.27,54.69,-0.051,0.009,0.052,280.01,0.034,-0.116,0.121,163.66
2024-09-26T23-30-00Z,45.7616667,13.4963333,11.68,21.27,46.35,-0.043,-0.007,0.044,260.75,0.053,-0.088,0.103,148.94
2024-09-26T23-40-00Z,45.7616667,13.4963333,11.67,21.27,27.03,-0.032,-0.01,0.034,252.65,0.063,-0.045,0.077,125.54
2024-09-26T23-50-00Z,45.7616667,13.4963333,11.66,21.27,41.82,-0.044,0.009,0.045,281.56,0.036,-0.087,0.094,157.52
2024-09-27T00-00-00Z,45.7616667,13.4963333,11.67,21.27,18.48,-0.032,0.021,0.038,303.27,0.037,-0.06,0.07,148.34
2024-09-27T00-10-00Z,45.7616667,13.4963333,11.66,21.27,3.33,-0.071,-0.002,0.071,268.39,0.011,-0.036,0.038,163.01
2024-09-27T00-20-00Z,45.7616667,13.4963333,11.65,21.27,13.37,-0.096,0.033,0.102,288.97,0.047,-0.093,0.104,153.19
2024-09-27T00-30-00Z,45.7616667,13.4963333,11.67,21.27,0.13,-0.022,0.025,0.033,318.65,0.046,-0.026,0.053,119.48
2024-09-27T00-40-00Z,45.7616667,13.4963333,11.69,21.26,9.07,-0.027,-0.016,0.031,239.35,0.061,-0.015,0.063,103.82
2024-09-27T00-50-00Z,45.7616667,13.4963333,11.7,21.26,-3.7,-0.026,0.012,0.029,294.78,0.011,-0.02,0.023,151.19
2024-09-27T01-00-00Z,45.7616667,13.4963333,11.72,21.26,-4.14,-0.012,0.014,0.018,319.4,0.015,-0.015,0.021,135
2024-09-27T01-10-00Z,45.7616667,13.4963333,11.73,21.26,24.61,0.035,-0.017,0.039,115.91,0.032,-0.046,0.056,145.18
2024-09-27T01-30-00Z,45.7616667,13.4963333,11.76,21.26,34.91,-0.007,-0.035,0.036,191.31,0.057,-0.053,0.078,132.92
2024-09-27T01-40-00Z,45.7616667,13.4963333,11.78,21.26,6.85,-0.011,0.033,0.035,341.57,0.015,-0.04,0.043,159.44
2024-09-27T01-50-00Z,45.7616667,13.4963333,11.79,21.26,22.41,-0.038,-0.003,0.038,265.49,0.039,-0.044,0.059,138.45
2024-09-27T02-00-00Z,45.7616667,13.4963333,11.81,21.26,-1.3,0.008,0.019,0.021,22.83,0.015,-0.013,0.02,130.91
2024-09-27T02-10-00Z,45.7616667,13.4963333,11.82,21.26,15.96,-0.009,0.005,0.01,299.05,0.027,-0.04,0.048,145.98
2024-09-27T02-20-00Z,45.7616667,13.4963333,11.85,21.26,8.41,-0.027,0.042,0.05,327.26,0.036,-0.042,0.055,139.4
2024-09-27T02-30-00Z,45.7616667,13.4963333,11.87,21.26,7.56,-0.017,0.054,0.057,342.53,0.024,-0.039,0.046,148.39
2024-09-27T02-40-00Z,45.7616667,13.4963333,11.91,21.26,1.29,-0,0.015,0.015,0,0.049,-0.012,0.05,103.76
2024-09-27T02-50-00Z,45.7616667,13.4963333,11.93,21.26,0.09,0.001,0.024,0.024,2.39,0.025,-0.021,0.033,130.03
2024-09-27T03-00-00Z,45.7616667,13.4963333,11.98,21.26,6.51,-0.013,0.031,0.034,337.25,0.024,-0.025,0.035,136.17
2024-09-27T03-10-00Z,45.7616667,13.4963333,12,21.26,35.73,-0.018,0.012,0.022,303.69,0.039,-0.07,0.08,150.88
2024-09-27T03-20-00Z,45.7616667,13.4963333,12.01,21.26,37.2,-0.003,0.002,0.004,303.69,0.048,-0.055,0.073,138.89
2024-09-27T03-30-00Z,45.7616667,13.4963333,12.02,21.26,53.34,-0.015,0.017,0.023,318.58,0.057,-0.079,0.097,144.19
2024-09-27T03-40-00Z,45.7616667,13.4963333,12.02,21.26,59.13,-0.011,-0.013,0.017,220.24,0.055,-0.082,0.099,146.15
2024-09-27T03-50-00Z,45.7616667,13.4963333,12.03,21.26,36.2,-0.024,0.009,0.026,290.56,0.028,-0.056,0.063,153.43
2024-09-27T04-00-00Z,45.7616667,13.4963333,12.04,21.26,48.08,0.006,-0.007,0.009,139.4,0.054,-0.06,0.081,138.01
2024-09-27T04-10-00Z,45.7616667,13.4963333,12.07,21.26,24.98,0.019,0.03,0.036,32.35,0.032,-0.039,0.05,140.63
2024-09-27T04-20-00Z,45.7616667,13.4963333,12.1,21.26,43.93,-0.019,0.035,0.04,331.5,0.078,-0.068,0.103,131.08
2024-09-27T04-30-00Z,45.7616667,13.4963333,12.13,21.26,-10.48,-0.031,0.041,0.051,322.91,0.015,-0.051,0.053,163.61
2024-09-27T04-40-00Z,45.7616667,13.4963333,12.14,21.26,13.42,-0.029,0.034,0.045,319.54,0.065,-0.069,0.095,136.71
2024-09-27T04-50-00Z,45.7616667,13.4963333,12.17,21.26,19.15,-0.014,0.023,0.027,328.67,0.068,-0.033,0.076,115.89
2024-09-27T05-00-00Z,45.7616667,13.4963333,12.2,21.26,42.06,-0.009,0.026,0.028,340.91,0.048,-0.074,0.088,147.03
2024-09-27T05-10-00Z,45.7616667,13.4963333,12.21,21.26,41.94,-0.024,-0.009,0.026,249.44,0.045,-0.064,0.078,144.89
2024-09-27T05-20-00Z,45.7616667,13.4963333,12.24,21.26,-10.26,0.001,0.022,0.022,2.6,0.041,0.004,0.041,84.43
2024-09-27T05-30-00Z,45.7616667,13.4963333,12.26,21.26,15.94,-0.018,0.033,0.038,331.39,0.048,-0.032,0.058,123.69
2024-09-27T05-40-00Z,45.7616667,13.4963333,12.28,21.26,0.67,-0.013,0.048,0.05,344.85,0.013,-0.03,0.033,156.57
2024-09-27T05-50-00Z,45.7616667,13.4963333,12.29,21.26,16.43,-0.036,0.006,0.036,279.46,0.105,-0.013,0.106,97.06
2024-09-27T06-00-00Z,45.7616667,13.4963333,12.3,21.26,40.88,0.025,-0.002,0.025,94.57,0.068,-0.058,0.089,130.46
2024-09-27T06-10-00Z,45.7616667,13.4963333,12.3,21.26,46.32,-0.022,-0.015,0.027,235.71,0.091,-0.056,0.107,121.61
2024-09-27T06-20-00Z,45.7616667,13.4963333,12.31,21.26,34.73,-0.01,0.005,0.011,296.57,0.08,-0.043,0.091,118.26
2024-09-27T06-30-00Z,45.7616667,13.4963333,12.31,21.25,51.89,-0.02,0.013,0.024,303.02,0.042,-0.097,0.106,156.59
2024-09-27T06-40-00Z,45.7616667,13.4963333,12.31,21.25,61.25,-0.018,0.002,0.018,276.34,0.044,-0.106,0.115,157.46
2024-09-27T06-50-00Z,45.7616667,13.4963333,12.31,21.25,76.5,-0.01,0.015,0.018,326.31,0.06,-0.132,0.145,155.56
2024-09-27T07-00-00Z,45.7616667,13.4963333,12.3,21.25,101.83,-0.008,-0.018,0.02,203.96,0.053,-0.155,0.164,161.12
2024-09-27T07-10-00Z,45.7616667,13.4963333,12.32,21.26,138.54,0.014,0.011,0.018,51.84,0.107,-0.209,0.235,152.89
2024-09-27T07-20-00Z,45.7616667,13.4963333,12.31,21.26,134.88,0.001,0.031,0.031,1.85,0.14,-0.206,0.249,145.8
2024-09-27T07-30-00Z,45.7616667,13.4963333,12.33,21.26,135.86,-0.003,0.029,0.029,354.09,0.143,-0.221,0.263,147.09
2024-09-27T07-40-00Z,45.7616667,13.4963333,12.32,21.26,163.94,0.007,0.028,0.029,14.04,0.14,-0.255,0.291,151.23
2024-09-27T07-50-00Z,45.7616667,13.4963333,12.33,21.26,212.98,-0.024,-0.007,0.025,253.74,0.162,-0.327,0.365,153.65
2024-09-27T08-00-00Z,45.7616667,13.4963333,12.31,21.26,215.21,0,0.038,0.038,0,0.179,-0.329,0.375,151.45
2024-09-27T08-10-00Z,45.7616667,13.4963333,12.3,21.26,250.86,-0.03,-0.014,0.033,244.98,0.14,-0.386,0.411,160.06
2024-09-27T08-20-00Z,45.7616667,13.4963333,12.27,21.26,325.47,0.013,-0.026,0.029,153.43,0.196,-0.476,0.515,157.62
2024-09-27T08-30-00Z,45.7616667,13.4963333,12.23,21.26,374.17,0.008,-0.102,0.102,175.52,0.218,-0.523,0.567,157.37
2024-09-27T08-40-00Z,45.7616667,13.4963333,12.21,21.26,471.92,0.047,-0.14,0.148,161.44,0.271,-0.638,0.693,156.99
2024-09-27T08-50-00Z,45.7616667,13.4963333,12.18,21.26,568.5,0.039,-0.241,0.244,170.81,0.28,-0.745,0.796,159.4
2024-09-27T09-00-00Z,45.7616667,13.4963333,12.16,21.26,582.38,0.072,-0.34,0.348,168.04,0.329,-0.71,0.783,155.14
2024-09-27T09-10-00Z,45.7616667,13.4963333,12.14,21.26,606.97,0.067,-0.293,0.301,167.12,0.313,-0.785,0.845,158.26
2024-09-27T09-20-00Z,45.7616667,13.4963333,12.11,21.26,639.3,0.082,-0.415,0.423,168.82,0.385,-0.834,0.919,155.22
2024-09-27T09-30-00Z,45.7616667,13.4963333,12.08,21.26,661.17,0.086,-0.55,0.557,171.11,0.348,-0.843,0.912,157.57
2024-09-27T09-40-00Z,45.7616667,13.4963333,12.04,21.25,706.56,0.155,-0.696,0.713,167.45,0.403,-0.858,0.948,154.84
2024-09-27T09-50-00Z,45.7616667,13.4963333,12.02,21.25,781.07,0.187,-0.945,0.963,168.81,0.349,-0.943,1.006,159.69
2024-09-27T10-00-00Z,45.7616667,13.4963333,11.96,18.57,837.42,0.266,-0.985,1.02,164.89,0.489,-0.967,1.084,153.17
2024-09-27T10-10-00Z,45.7616667,13.4963333,11.94,15.16,899.49,0.23,-1.081,1.105,167.99,0.454,-1.049,1.143,156.6
2024-09-27T10-20-00Z,45.7616667,13.4963333,11.94,13.7,909.6,0.25,-1.04,1.07,166.48,0.471,-1.081,1.179,156.46
2024-09-27T10-30-00Z,45.7616667,13.4963333,11.94,13.08,941.36,0.264,-1.102,1.133,166.53,0.506,-1.097,1.208,155.24
2024-09-27T10-40-00Z,45.7616667,13.4963333,11.93,12.81,1034.85,0.277,-1.224,1.255,167.25,0.55,-1.217,1.336,155.68
2024-09-27T10-50-00Z,45.7616667,13.4963333,11.91,12.68,1048.81,0.311,-1.229,1.268,165.8,0.601,-1.214,1.355,153.66
2024-09-27T11-00-00Z,45.7616667,13.4963333,11.91,12.61,1119.12,0.239,-1.317,1.339,169.71,0.574,-1.311,1.431,156.35
2024-09-27T11-10-00Z,45.7616667,13.4963333,11.9,12.58,1108.96,0.374,-1.272,1.326,163.62,0.638,-1.29,1.439,153.68
2024-09-27T11-20-00Z,45.7616667,13.4963333,11.9,12.58,1115.84,0.339,-1.35,1.392,165.9,0.603,-1.299,1.432,155.1
2024-09-27T11-30-00Z,45.7616667,13.4963333,11.88,12.61,1175.77,0.366,-1.41,1.457,165.45,0.612,-1.37,1.5,155.93
2024-09-27T11-40-00Z,45.7616667,13.4963333,11.87,12.66,1136.05,0.43,-1.402,1.466,162.95,0.701,-1.272,1.452,151.14
2024-09-27T11-50-00Z,45.7616667,13.4963333,11.87,12.7,1275.5,0.378,-1.47,1.518,165.58,0.718,-1.494,1.658,154.33
2024-09-27T12-00-00Z,45.7616667,13.4963333,11.85,12.74,1242.2,0.36,-1.475,1.518,166.28,0.648,-1.46,1.597,156.07
2024-09-27T12-10-00Z,45.7616667,13.4963333,11.85,12.78,1263.96,0.39,-1.547,1.595,165.85,0.736,-1.444,1.621,152.99
2024-09-27T12-20-00Z,45.7616667,13.4963333,11.87,12.82,1277.53,0.436,-1.526,1.587,164.05,0.764,-1.466,1.653,152.47
2024-09-27T12-30-00Z,45.7616667,13.4963333,11.88,12.87,1247.46,0.464,-1.489,1.56,162.69,0.79,-1.405,1.612,150.65
2024-09-27T12-40-00Z,45.7616667,13.4963333,11.84,12.9,1356.31,0.46,-1.609,1.673,164.05,0.828,-1.552,1.759,151.92
2024-09-27T12-50-00Z,45.7616667,13.4963333,11.85,12.93,1361.97,0.358,-1.597,1.637,167.36,0.787,-1.59,1.774,153.67
2024-09-27T13-00-00Z,45.7616667,13.4963333,11.87,12.97,1324.1,0.465,-1.626,1.691,164.04,0.734,-1.525,1.692,154.3
2024-09-27T13-10-00Z,45.7616667,13.4963333,11.88,13,1335.37,0.59,-1.639,1.742,160.2,0.877,-1.487,1.726,149.47
2024-09-27T13-20-00Z,45.7616667,13.4963333,11.9,13.04,1432.56,0.452,-1.668,1.728,164.84,0.811,-1.668,1.855,154.07
2024-09-27T13-30-00Z,45.7616667,13.4963333,11.9,13.07,1531.09,0.397,-1.787,1.831,167.47,0.773,-1.804,1.963,156.81
2024-09-27T13-40-00Z,45.7616667,13.4963333,11.91,13.1,1510.34,0.423,-1.797,1.846,166.75,0.862,-1.747,1.948,153.74
2024-09-27T13-50-00Z,45.7616667,13.4963333,11.93,13.13,1545.17,0.431,-1.809,1.86,166.6,0.871,-1.796,1.996,154.13
2024-09-27T14-00-00Z,45.7616667,13.4963333,11.96,13.16,1548.09,0.459,-1.776,1.834,165.51,0.844,-1.81,1.997,155
2024-09-27T14-10-00Z,45.7616667,13.4963333,11.98,13.2,1596.28,0.45,-1.807,1.862,166.02,0.939,-1.84,2.066,152.96
